"last_name, first_name","player_id","team_name_alt","pitch_type","pitch_name","run_value_per_100","run_value","pitches","pitch_usage","pa","ba","slg","woba","whiff_percent","k_percent","put_away","est_ba","est_slg","est_woba","hard_hit_percent"
"Triolo, Jared",669707,"PIT","FS","Split-Finger",-5.1,-2,"39",2.7,"11","0","0","0.09",64,72.7,50,"0.084","0.089","0.075",33.3
"Kayfus, C.J.",692216,"CLE","ST","Sweeper",0.8,0,"28",5.7,"11","0.273","0.636","0.373",28.6,36.4,44.4,"0.229","0.301","0.229",14.3
"Walker, Jordan",691023,"STL","FS","Split-Finger",-2.7,-1,"35",2.3,"11","0.1","0.1","0.145",40,27.3,17.6,"0.173","0.28","0.238",42.9
"India, Jonathan",663697,"KC","FS","Split-Finger",1.5,1,"57",2.4,"11","0.125","0.25","0.305",37.5,45.5,16.7,"0.183","0.215","0.315",0
"Marsee, Jakob",805300,"MIA","ST","Sweeper",5.7,3,"55",6.2,"11","0.444","1.111","0.655",20,18.2,12.5,"0.435","1.005","0.625",28.6
"Bauers, Jake",641343,"MIL","FS","Split-Finger",-2.8,-1,"48",5.4,"11","0.1","0.1","0.145",42.9,45.5,27.8,"0.175","0.201","0.214",40
"Cole, Zach",805904,"HOU","SL","Slider",-2.1,-1,"50",22.3,"11","0.1","0.4","0.245",55.6,54.5,28.6,"0.119","0.452","0.27",75
"Trammell, Taylor",666211,"HOU","SL","Slider",1.5,1,"52",9.4,"11","0.25","0.5","0.355",38.9,36.4,21.1,"0.183","0.364","0.309",60
"Taylor, Chris",621035,"LAA","ST","Sweeper",-1.9,-1,"48",10.1,"11","0","0","0.191",45.8,45.5,27.8,"0.048","0.169","0.256",66.7
"Hays, Austin",669720,"CIN","FS","Split-Finger",-1.1,0,"43",2.8,"11","0.182","0.273","0.215",45.5,45.5,20.8,"0.117","0.17","0.12",50
"Freeland, Alex",690976,"LAD","SL","Slider",0.2,0,"52",12.1,"11","0.125","0.125","0.273",43.8,36.4,23.5,"0.109","0.189","0.282",50
"Hinds, Rece",677956,"CIN","SI","Sinker",6.1,1,"21",12.3,"11","0.182","0.455","0.345",0,0,0,"0.316","0.618","0.395",63.6
"Seymour, Bob",676044,"TB","ST","Sweeper",0.4,0,"25",8.5,"11","0.273","0.273","0.245",41.2,54.5,42.9,"0.185","0.235","0.184",40
"Simon, Ronny",682927,"PIT","SI","Sinker",2.3,1,"42",12.2,"11","0.444","0.444","0.455",5,18.2,18.2,"0.276","0.316","0.339",42.9
"Wilson, Weston",642215,"PHI","FC","Cutter",-2.3,-1,"37",6.9,"11","0.182","0.455","0.264",23.8,18.2,40,"0.325","0.527","0.366",11.1
"Sánchez, Gary",596142,"BAL","FC","Cutter",-0.7,0,"48",11.7,"11","0.273","0.545","0.427",12.5,0,0,"0.208","0.475","0.285",54.5
"Thomas, Lane",657041,"CLE","CH","Changeup",-1.5,-1,"43",7.7,"11","0.1","0.1","0.145",36.8,27.3,23.1,"0.155","0.256","0.223",42.9
"Higashioka, Kyle",543309,"TEX","FS","Split-Finger",-4.3,-1,"34",2.7,"11","0.091","0.182","0.114",38.9,36.4,26.7,"0.152","0.187","0.147",14.3
"Nuñez, Nasim",683083,"WSH","CU","Curveball",-3,-1,"46",11,"11","0.091","0.091","0.082",52.9,45.5,25,"0.151","0.173","0.145",33.3
"Kim, Ha-Seong",673490,"ATL","CU","Curveball",4.7,2,"42",5.3,"11","0.5","0.6","0.505",17.4,18.2,8.7,"0.329","0.491","0.384",50
"Slater, Austin",596103,"NYY","CU","Curveball",-2,-1,"56",8.7,"11","0.182","0.182","0.164",29.6,36.4,15.4,"0.185","0.439","0.26",42.9
"Canario, Alexander",672744,"PIT","FC","Cutter",1.3,1,"54",6,"11","0.455","0.818","0.541",27.6,9.1,25,"0.443","0.924","0.574",60
"Schunk, Aaron",668845,"COL","FF","4-Seam Fastball",-0.8,0,"46",41.8,"11","0.273","0.364","0.277",24.1,36.4,30.8,"0.194","0.217","0.182",0
"Rodríguez, Johnathan",671286,"CLE","FC","Cutter",-4.7,-2,"37",11.8,"11","0","0","0.127",50,36.4,66.7,"0.121","0.138","0.217",40
"Hayes, Ke'Bryan",663647,"CIN","FS","Split-Finger",0,0,"40",1.9,"11","0.125","0.25","0.265",18.8,9.1,5.6,"0.334","0.593","0.458",37.5
"Johnston, Troy",687859,"MIA","CU","Curveball",8,5,"57",12.7,"11","0.545","0.818","0.591",36,18.2,16.7,"0.333","0.425","0.326",55.6
"Brown, Seth",664913,"ATH","SL","Slider",-2.7,-2,"56",18.8,"11","0.1","0.2","0.177",46.2,45.5,22.7,"0.144","0.259","0.22",20
"Kjerstad, Heston",677008,"BAL","CU","Curveball",0.2,0,"49",7.9,"11","0.273","0.364","0.359",26.1,18.2,13.3,"0.18","0.305","0.205",44.4
"Laureano, Ramón",657656,"SD","FS","Split-Finger",-0.8,0,"56",2.8,"11","0.111","0.222","0.241",32.1,36.4,19,"0.078","0.088","0.186",40
"Vivas, Jorbit",678391,"NYY","SL","Slider",-2.6,-1,"40",16.3,"11","0.125","0.125","0.273",33.3,18.2,15.4,"0.157","0.188","0.3",50
"Jones, Jahmai",663330,"DET","FC","Cutter",7.6,3,"43",7.2,"11","0.364","1.364","0.691",18.2,9.1,11.1,"0.339","1.042","0.564",50
"Wade, Tyler",642180,"SD","CU","Curveball",1.4,0,"33",6.7,"11","0.364","0.364","0.327",31.6,36.4,28.6,"0.223","0.253","0.209",0
"Semien, Marcus",543760,"TEX","FS","Split-Finger",-3.7,-2,"56",2.7,"11","0","0","0",36.7,63.6,22.6,"0.096","0.127","0.096",50
"Trammell, Taylor",666211,"HOU","FC","Cutter",0.6,0,"43",7.8,"11","0.455","0.455","0.409",20,9.1,12.5,"0.34","0.518","0.371",20
"Carlson, Dylan",666185,"BAL","ST","Sweeper",-2.3,-1,"59",5.8,"11","0","0","0.127",30,36.4,15.4,"0.151","0.171","0.239",0
"Kreidler, Ryan",668952,"DET","FF","4-Seam Fastball",-0.5,0,"53",29.6,"11","0.25","0.25","0.32",50,27.3,21.4,"0.306","0.441","0.397",50
"Estrada, Thairo",642731,"COL","ST","Sweeper",-5.9,-3,"51",9,"11","0","0","0",33.3,27.3,20,"0.11","0.14","0.109",0
"Lugo, Matthew",683090,"LAA","SL","Slider",1.7,1,"39",16.1,"11","0.273","0.545","0.345",33.3,36.4,36.4,"0.238","0.339","0.248",42.9
"Malloy, Justyn-Henry",669234,"DET","FC","Cutter",1.3,1,"47",8.5,"11","0.2","0.2","0.4",16.7,0,0,"0.283","0.324","0.439",16.7
"Mastrobuoni, Miles",670156,"SEA","FC","Cutter",2.4,1,"39",5.8,"11","0.5","0.5","0.45",5.6,9.1,16.7,"0.366","0.555","0.392",80
"Herrera, Iván",671056,"STL","FS","Split-Finger",2.6,1,"43",2.4,"11","0.3","0.6","0.345",21.7,18.2,8.7,"0.328","0.604","0.386",66.7
"Jackson, Alex",656577,"BAL","SL","Slider",-2.9,-2,"72",18,"11","0.091","0.091","0.082",50,45.5,21.7,"0.062","0.096","0.069",16.7
"Paredes, Isaac",670623,"HOU","FS","Split-Finger",-2.5,-1,"49",2.5,"11","0","0","0.145",34.6,45.5,20,"0.047","0.057","0.107",0
"Basallo, Samuel",694212,"BAL","SL","Slider",-2.4,-1,"59",13.3,"11","0.1","0.1","0.145",47.1,45.5,20.8,"0.095","0.105","0.144",20
"Koss, Christian",683766,"SF","FC","Cutter",0.7,0,"42",6.5,"11","0.333","0.333","0.391",23.8,9.1,50,"0.365","0.423","0.371",66.7
"Fermín, José",665877,"STL","SL","Slider",9.5,3,"33",12.2,"11","0.6","0.8","0.618",7.7,9.1,9.1,"0.467","0.557","0.467",44.4
"Conine, Griffin",665052,"MIA","CU","Curveball",-1.3,0,"34",10.1,"11","0.2","0.3","0.259",43.8,45.5,35.7,"0.126","0.196","0.189",20
"Brown, Seth",664913,"ATH","FC","Cutter",-4.9,-1,"30",10.1,"11","0","0","0.191",23.1,18.2,50,"0.174","0.513","0.392",66.7
"Roden, Alan",702176,"MIN","FC","Cutter",-4.8,-2,"44",8,"11","0.182","0.273","0.195",18.5,9.1,16.7,"0.28","0.352","0.277",10
"Lawlar, Jordan",691783,"AZ","SI","Sinker",-0.5,0,"45",15.8,"11","0.25","0.375","0.386",33.3,36.4,44.4,"0.233","0.261","0.346",25
"Handley, Maverick",668974,"BAL","FF","4-Seam Fastball",-4.6,-3,"57",31.1,"11","0","0","0",35.7,63.6,36.8,"0.063","0.076","0.062",25
"Pauley, Graham",688363,"MIA","FS","Split-Finger",-0.5,0,"47",6.9,"11","0.2","0.2","0.227",35,9.1,7.1,"0.147","0.201","0.202",33.3
"LeMahieu, DJ",518934,"NYY","FC","Cutter",-0.9,-1,"57",10.6,"11","0.273","0.273","0.245",27.3,36.4,33.3,"0.247","0.312","0.241",85.7
"Crim, Blaine",688760,"COL","ST","Sweeper",-0.9,0,"40",13.7,"11","0.091","0.364","0.182",61.9,72.7,44.4,"0.116","0.39","0.204",66.7
"Maton, Nick",665155,"CWS","CH","Changeup",2.2,1,"50",20,"11","0.2","0.5","0.327",59.1,45.5,33.3,"0.188","0.468","0.311",60
"Meadows, Parker",678009,"DET","FS","Split-Finger",-0.5,0,"33",3.8,"11","0.273","0.273","0.245",44.4,45.5,31.3,"0.305","0.354","0.289",16.7
"Díaz, Elias",553869,"SD","FC","Cutter",-1.1,-1,"54",5.1,"11","0.1","0.4","0.245",41.4,18.2,15.4,"0.17","0.398","0.274",62.5
"Del Castillo, Adrian",680728,"AZ","FC","Cutter",3.5,2,"51",9.5,"11","0.545","0.818","0.591",20.7,9.1,12.5,"0.45","0.759","0.516",60
"Refsnyder, Rob",608701,"BOS","CU","Curveball",1.9,2,"83",9.4,"10","0.375","0.875","0.555",0,0,0,"0.345","0.725","0.496",25
"Sogard, Nick",686765,"BOS","FC","Cutter",0.5,0,"41",10.3,"10","0.286","0.429","0.425",10.5,0,0,"0.407","0.516","0.492",42.9
"Acuña Jr., Ronald",660670,"ATL","FS","Split-Finger",-1.7,-1,"46",2.6,"10","0.125","0.125","0.23",61.9,50,29.4,"0.08","0.081","0.198",33.3
"DeLuca, Jonny",676356,"TB","SL","Slider",3.7,1,"33",14.7,"10","0.6","0.6","0.54",17.6,30,30,"0.314","0.363","0.302",42.9
"Vázquez, Luis",676679,"BAL","SI","Sinker",-1.9,-1,"41",21.6,"10","0.222","0.222","0.25",27.8,0,0,"0.261","0.291","0.288",44.4
"Kim, Ha-Seong",673490,"ATL","FS","Split-Finger",-5.2,-1,"18",2.3,"10","0.2","0.2","0.18",33.3,30,30,"0.332","0.395","0.316",85.7
"Johnston, Troy",687859,"MIA","FS","Split-Finger",4.3,1,"29",6.4,"10","0.4","0.7","0.47",28.6,20,14.3,"0.451","0.898","0.568",50
"Vierling, Matt",663837,"DET","FC","Cutter",-4.8,-2,"34",7.8,"10","0.111","0.111","0.16",16.7,10,9.1,"0.252","0.456","0.341",25
"Miranda, Jose",669304,"MIN","SL","Slider",-7.4,-2,"33",26,"10","0","0","0",40,50,33.3,"0.134","0.161","0.128",60
"Robertson, Will",683770,"CWS","SL","Slider",-3.5,-1,"26",9.8,"10","0.222","0.222","0.18",31.3,30,50,"0.232","0.256","0.239",14.3
"Johnson, Daniel",669288,"BAL","CU","Curveball",-5.2,-2,"36",17.1,"10","0","0","0.07",56.3,50,50,"0.103","0.112","0.154",25
"Amaya, Jacob",676070,"CWS","SL","Slider",-2.9,-1,"41",15.2,"10","0.2","0.2","0.18",35.7,30,25,"0.245","0.306","0.239",57.1
"Bride, Jonah",681146,"MIN","ST","Sweeper",-3,-2,"53",9.5,"10","0.1","0.1","0.09",35.7,70,29.2,"0.083","0.106","0.082",0
"Rodgers, Brendan",663898,"HOU","FC","Cutter",-0.7,0,"46",9.4,"10","0.222","0.222","0.34",33.3,20,20,"0.301","0.571","0.406",28.6
"Rojas, Josh",668942,"CWS","ST","Sweeper",0.3,0,"47",5.9,"10","0.2","0.4","0.25",17.6,30,17.6,"0.206","0.331","0.228",14.3
"Taveras, Leody",665750,"SEA","ST","Sweeper",-1,0,"32",4.6,"10","0.2","0.3","0.215",18.8,20,18.2,"0.164","0.283","0.189",25
"Amador, Adael",691182,"COL","SL","Slider",1,0,"43",9.6,"10","0.222","0.667","0.395",15,10,7.1,"0.174","0.25","0.234",12.5
"Wade, Tyler",642180,"SD","CH","Changeup",1.4,1,"53",10.7,"10","0.111","0.111","0.25",26.7,20,18.2,"0.174","0.186","0.213",14.3
"Bouchard, Sean",656248,"COL","CH","Changeup",-2.7,-1,"34",12.5,"10","0.1","0.1","0.18",36.8,30,30,"0.236","0.298","0.229",42.9
"Jackson, Alex",656577,"BAL","ST","Sweeper",-4.2,-1,"34",8.5,"10","0.111","0.111","0.16",58.8,50,35.7,"0.137","0.153","0.186",0
"Jackson, Alex",656577,"BAL","CH","Changeup",0.1,0,"34",8.5,"10","0.2","0.4","0.25",52.9,50,38.5,"0.127","0.165","0.128",20
"Taveras, Leody",665750,"SEA","CU","Curveball",-3.2,-2,"50",7.2,"10","0.1","0.1","0.09",33.3,40,25,"0.203","0.228","0.189",33.3
"Tena, José",677588,"WSH","ST","Sweeper",-1.4,-1,"38",5.6,"10","0.111","0.222","0.217",25,40,36.4,"0.161","0.284","0.244",20
"Rogers, Jake",668670,"DET","CU","Curveball",0.7,0,"37",6.5,"10","0","0","0.23",33.3,30,18.8,"0.115","0.24","0.253",20
"Kingery, Scott",664068,"LAA","FF","4-Seam Fastball",-3.3,-1,"36",34.6,"10","0","0","0.23",54.5,50,41.7,"0.061","0.068","0.185",33.3
"Vargas, Ildemaro",545121,"AZ","CU","Curveball",-1.3,-1,"44",10.3,"10","0.222","0.222","0.25",28,20,15.4,"0.287","0.327","0.313",71.4
"Johnson, Bryce",669369,"SD","CU","Curveball",0.5,0,"31",10.8,"10","0.333","0.333","0.3",21.4,40,44.4,"0.273","0.305","0.252",33.3
"Newman, Kevin",621028,"LAA","ST","Sweeper",-4.3,-2,"39",9.4,"10","0.1","0.1","0.09",31.8,50,31.3,"0.101","0.122","0.098",0
"McCoy, Mason",669200,"SD","FF","4-Seam Fastball",-3.9,-1,"38",39.2,"10","0.111","0.111","0.16",35.7,40,33.3,"0.123","0.161","0.181",0
"Heyward, Jason",518792,"SD","CH","Changeup",-2.4,-1,"38",11,"10","0.1","0.1","0.09",61.1,50,41.7,"0.096","0.114","0.091",20
"Del Castillo, Adrian",680728,"AZ","SI","Sinker",-0.7,0,"43",8,"10","0.143","0.143","0.3",30.8,30,25,"0.124","0.136","0.29",25
"Locklear, Tyler",682988,"AZ","CH","Changeup",-2.7,-1,"42",8.8,"10","0.2","0.2","0.18",24,20,14.3,"0.19","0.264","0.191",37.5
"Rave, John",670231,"KC","SI","Sinker",-2.1,-1,"59",7.9,"10","0.333","0.333","0.34",10.5,20,16.7,"0.191","0.196","0.226",14.3
"House, Brady",691781,"WSH","FC","Cutter",-1.2,-1,"43",4.4,"10","0.4","0.4","0.36",18.2,10,16.7,"0.216","0.285","0.22",33.3
"Jones, Jahmai",663330,"DET","CU","Curveball",7.1,3,"37",6.2,"10","0.375","0.75","0.61",21.4,10,11.1,"0.304","0.507","0.418",42.9
"Brooks, Trenton",670092,"SD","FC","Cutter",-7.9,-2,"31",18.5,"10","0","0","0.07",35,40,44.4,"0.134","0.179","0.19",40
"Elko, Tim",671284,"CWS","ST","Sweeper",2.2,1,"28",9.9,"10","0.125","0.5","0.43",33.3,20,13.3,"0.163","0.537","0.371",50
"Benson, Will",666181,"CIN","ST","Sweeper",2.7,2,"63",6.8,"10","0.25","0.625","0.57",50,40,20,"0.202","0.409","0.485",75
"Wagner, Will",695238,"SD","FS","Split-Finger",-4.9,-2,"36",5.7,"10","0","0","0.07",35,30,17.6,"0.139","0.141","0.184",16.7
"Encarnacion-Strand, Christian",687952,"CIN","ST","Sweeper",0.3,0,"33",7,"10","0.3","0.4","0.305",12.5,20,15.4,"0.167","0.249","0.174",25
"Wagner, Will",695238,"SD","ST","Sweeper",-5.4,-2,"34",5.4,"10","0","0","0.07",33.3,20,15.4,"0.235","0.291","0.274",42.9
"Mitchell, Garrett",669003,"MIL","FC","Cutter",-2.7,-1,"33",10.9,"10","0.25","0.25","0.32",25,20,66.7,"0.321","0.488","0.419",33.3
"Wilson, Will",669717,"CLE","CH","Changeup",0.6,0,"33",9,"10","0.3","0.4","0.305",52.2,40,23.5,"0.255","0.301","0.246",16.7
"Encarnacion-Strand, Christian",687952,"CIN","CH","Changeup",-5.2,-2,"32",6.8,"10","0.1","0.1","0.09",20,30,21.4,"0.098","0.111","0.091",14.3
"Newman, Kevin",621028,"LAA","CH","Changeup",-0.9,0,"39",9.4,"10","0.1","0.1","0.27",29.2,40,20,"0.127","0.156","0.126",16.7
"Schneider, Davis",676914,"TOR","ST","Sweeper",0.1,0,"41",4.1,"10","0.222","0.556","0.36",35.7,60,40,"0.157","0.36","0.264",66.7
"Barrosa, Jorge",678489,"AZ","SL","Slider",0.7,0,"49",15,"10","0.2","0.5","0.29",29.2,40,21.1,"0.122","0.214","0.142",16.7
"Joe, Connor",656582,"CIN","ST","Sweeper",-5.3,-2,"34",10.2,"10","0.1","0.1","0.09",28.6,40,28.6,"0.053","0.076","0.056",0
"Del Castillo, Adrian",680728,"AZ","FS","Split-Finger",1.1,0,"28",5.2,"10","0.25","0.25","0.32",58.3,30,25,"0.192","0.213","0.28",20
"Senger, Hayden",663584,"NYM","ST","Sweeper",2.4,1,"36",14.2,"10","0.333","0.444","0.375",27.8,10,8.3,"0.351","0.555","0.418",50
"Rortvedt, Ben",666163,"LAD","ST","Sweeper",3.5,1,"33",6.4,"10","0.444","0.444","0.43",33.3,30,30,"0.306","0.353","0.334",16.7
"Clase, Jonatan",682729,"TOR","FC","Cutter",-2.1,-1,"38",8.7,"10","0.222","0.333","0.285",33.3,30,33.3,"0.143","0.173","0.194",16.7
"Freeland, Alex",690976,"LAD","CH","Changeup",-2.1,-1,"58",13.5,"10","0.1","0.1","0.09",63.2,50,31.3,"0.122","0.135","0.11",60
"McCormick, Chas",676801,"HOU","CH","Changeup",-2.5,-1,"44",10.2,"10","0","0","0.078",52,30,18.8,"0.196","0.378","0.289",66.7
"Taylor, Tyrone",621438,"NYM","FS","Split-Finger",7.9,2,"25",2,"10","0.3","0.8","0.45",35.3,40,40,"0.228","0.469","0.293",66.7
"Sweeney, Trey",700242,"DET","FS","Split-Finger",-1.5,-1,"44",3.7,"10","0.2","0.2","0.2",40.9,30,18.8,"0.171","0.235","0.168",28.6
"Joe, Connor",656582,"CIN","CH","Changeup",-0.3,0,"32",9.6,"10","0.25","0.25","0.356",41.2,30,27.3,"0.292","0.366","0.379",20
"Lockridge, Brandon",663604,"MIL","CU","Curveball",-2.7,-1,"34",5.9,"10","0.111","0.111","0.18",36.8,40,33.3,"0.196","0.251","0.232",50
"Barrero, José",676480,"STL","FF","4-Seam Fastball",-2.3,-1,"32",25,"10","0.2","0.5","0.29",25,40,30.8,"0.141","0.275","0.178",33.3
"Kennedy, Buddy",671083,"LAD","FF","4-Seam Fastball",-3.9,-2,"43",33.9,"10","0","0","0.16",8.7,10,9.1,"0.186","0.286","0.248",75
"Williams, Carson",700246,"TB","ST","Sweeper",-4.3,-2,"45",10.8,"10","0","0","0",69.6,80,42.1,"0.011","0.038","0.02",50
"Conine, Griffin",665052,"MIA","CH","Changeup",-0.8,0,"37",10.9,"10","0.3","0.3","0.27",26.3,0,0,"0.354","0.483","0.366",40
"Millas, Drew",686452,"WSH","SI","Sinker",0.6,0,"36",17.3,"10","0.333","0.333","0.34",25,20,20,"0.134","0.156","0.185",0
"Langeliers, Shea",669127,"ATH","FS","Split-Finger",4.5,2,"42",2.2,"10","0.333","0.778","0.485",38.9,40,19,"0.234","0.447","0.328",80
"Simon, Ronny",682927,"PIT","CH","Changeup",-3.2,-1,"34",9.9,"10","0.111","0.111","0.16",23.1,10,10,"0.198","0.255","0.246",25
"MacIver, Willie",680862,"ATH","CU","Curveball",0.3,0,"37",9.4,"10","0.333","0.444","0.375",42.1,40,30.8,"0.226","0.26","0.263",60
"Stephenson, Tyler",663886,"CIN","FS","Split-Finger",-0.9,0,"33",2.4,"10","0","0","0.21",54.5,40,21.1,"0.083","0.083","0.263",0
"Hamilton, David",666152,"BOS","ST","Sweeper",-1.4,-1,"39",5.3,"10","0.125","0.125","0.23",31.6,40,25,"0.081","0.09","0.199",0
"Haase, Eric",606992,"MIL","CH","Changeup",5.1,2,"30",8.9,"10","0.4","0.7","0.47",44.4,30,27.3,"0.314","0.597","0.388",14.3
"Toro, Abraham",647351,"BOS","ST","Sweeper",-4.2,-2,"42",3.8,"10","0.1","0.1","0.09",13.6,20,10,"0.262","0.322","0.254",37.5
"Feduccia, Hunter",676439,"TB","SL","Slider",-4.7,-2,"42",8.8,"10","0","0","0",33.3,40,21.1,"0.093","0.102","0.118",0
"Cole, Zach",805904,"HOU","CH","Changeup",0.9,0,"42",18.8,"10","0.3","0.4","0.305",45,40,25,"0.188","0.217","0.179",16.7
"Williams, Carson",700246,"TB","CU","Curveball",-7.5,-3,"38",9.2,"10","0","0","0",47.4,50,41.7,"0.094","0.098","0.086",0
"Mitchell, Garrett",669003,"MIL","SL","Slider",0.1,0,"37",12.2,"10","0.222","0.444","0.32",42.1,30,20,"0.213","0.28","0.259",50
"Capra, Vinny",681962,"CWS","CU","Curveball",-2.6,-1,"41",11.3,"10","0.111","0.111","0.16",37.5,30,25,"0.116","0.151","0.173",16.7
"Wade, Tyler",642180,"SD","FC","Cutter",-2.7,-1,"25",5,"10","0.3","0.3","0.27",18.8,30,60,"0.189","0.204","0.174",0
"Straw, Myles",664702,"TOR","CU","Curveball",1,1,"74",6.7,"10","0.4","0.4","0.36",21.7,10,3.3,"0.369","0.471","0.362",22.2
"Hernández, Enrique",571771,"LAD","FC","Cutter",5.4,3,"52",5,"10","0.625","1.75","0.85",25,20,16.7,"0.589","1.426","0.746",57.1
"Outman, James",681546,"MIN","FC","Cutter",5,2,"43",7.1,"10","0.4","1.2","0.675",29.4,10,5.6,"0.343","1.031","0.63",50
"Kirk, Alejandro",672386,"TOR","FS","Split-Finger",3.3,1,"31",1.6,"10","0.286","0.286","0.39",40,20,11.8,"0.324","0.547","0.468",60
"Seymour, Bob",676044,"TB","SL","Slider",-6.1,-2,"29",9.8,"10","0.1","0.1","0.09",47.4,70,63.6,"0.058","0.068","0.054",0
"Fletcher, Dominic",666150,"CWS","CH","Changeup",-10.3,-2,"24",18.5,"10","0","0","0",5.9,0,0,"0.091","0.138","0.098",10
"Trammell, Taylor",666211,"HOU","CU","Curveball",-0.4,0,"64",11.6,"10","0.111","0.111","0.16",88.9,80,44.4,"0.007","0.007","0.076",0
"Canario, Alexander",672744,"PIT","FS","Split-Finger",-6,-2,"33",3.7,"10","0","0","0",55.6,60,42.9,"0.027","0.055","0.033",25
"Gray, Tristan",656484,"TB","CU","Curveball",-5.9,-2,"27",8.6,"10","0.1","0.1","0.09",35.7,30,27.3,"0.081","0.092","0.075",0
"Seymour, Bob",676044,"TB","SI","Sinker",-4.3,-1,"32",10.8,"10","0.222","0.222","0.25",12.5,20,33.3,"0.226","0.283","0.27",71.4
"Fairchild, Stuart",656413,"ATL","SI","Sinker",1.5,0,"34",17.4,"10","0.556","0.667","0.555",11.8,10,14.3,"0.267","0.432","0.34",37.5
"Marchán, Rafael",665561,"PHI","CU","Curveball",-0.1,0,"48",10.5,"10","0.2","0.5","0.29",43.8,40,25,"0.207","0.423","0.265",16.7
"Mayer, Marcelo",691785,"BOS","CU","Curveball",0.8,0,"42",8.2,"10","0.222","0.333","0.285",61.1,50,45.5,"0.208","0.254","0.252",50
"Estrada, Thairo",642731,"COL","CU","Curveball",2.6,1,"33",5.8,"10","0.333","0.444","0.375",33.3,30,27.3,"0.274","0.309","0.3",66.7
"Hamilton, David",666152,"BOS","CU","Curveball",2.5,1,"53",7.1,"10","0.4","0.5","0.395",47.1,40,25,"0.42","0.499","0.405",50
"Julien, Edouard",666397,"MIN","ST","Sweeper",-1.4,-1,"42",4.8,"10","0.222","0.222","0.25",53.8,50,41.7,"0.179","0.236","0.233",25
"Casas, Triston",671213,"BOS","SL","Slider",-0.2,0,"58",13.3,"10","0.111","0.111","0.25",52.2,50,31.3,"0.098","0.118","0.155",0
"Rave, John",670231,"KC","FS","Split-Finger",-2.4,-1,"48",6.4,"10","0.1","0.2","0.125",31.6,40,30.8,"0.207","0.317","0.228",83.3
"Whitcomb, Shay",694376,"HOU","FF","4-Seam Fastball",1.9,1,"35",25.4,"10","0.2","0.5","0.38",18.8,40,26.7,"0.255","0.572","0.343",33.3
"Del Castillo, Adrian",680728,"AZ","CU","Curveball",1.8,1,"67",12.5,"10","0.222","0.667","0.325",42.1,40,18.2,"0.111","0.285","0.207",66.7
"Hummel, Cooper",669450,"HOU","FC","Cutter",4,2,"42",9.3,"10","0.429","0.857","0.59",27.8,10,10,"0.227","0.464","0.414",16.7
"Pages, Andy",681624,"LAD","FS","Split-Finger",9,4,"44",1.9,"10","0.333","0.667","0.54",33.3,30,13.6,"0.309","0.529","0.392",33.3
"Nuñez, Nasim",683083,"WSH","SI","Sinker",-2.8,-2,"68",16.3,"10","0.125","0.125","0.178",20.7,20,12.5,"0.272","0.322","0.306",42.9
"Brown, Seth",664913,"ATH","CH","Changeup",-1.2,-1,"50",16.8,"10","0","0","0.21",45,30,17.6,"0.07","0.129","0.269",25
"Rodgers, Brendan",663898,"HOU","CU","Curveball",-2,0,"25",5.1,"10","0.125","0.25","0.265",66.7,50,41.7,"0.108","0.233","0.253",66.7
"Mastrobuoni, Miles",670156,"SEA","CU","Curveball",-0.3,0,"45",6.7,"10","0.2","0.2","0.18",14.3,20,11.8,"0.224","0.263","0.213",25
"McGuire, Reese",624512,"CHC","FS","Split-Finger",-2.7,-1,"23",4.6,"10","0.222","0.222","0.18",28.6,20,22.2,"0.277","0.438","0.311",37.5
"Gelof, Zack",680869,"ATH","CH","Changeup",-5.1,-2,"40",9.6,"10","0","0","0",63.2,80,40,"0.095","0.239","0.139",100
"Bruján, Vidal",660644,"ATL","SL","Slider",1.1,0,"35",10.1,"10","0.25","0.375","0.355",33.3,30,20,"0.103","0.172","0.232",40
"Lugo, Matthew",683090,"LAA","SI","Sinker",-0.7,0,"50",20.7,"9","0.111","0.444","0.222",31.8,11.1,25,"0.166","0.513","0.281",37.5
"Soler, Jorge",624585,"LAA","FS","Split-Finger",0.4,0,"33",2.6,"9","0.222","0.222","0.2",14.3,11.1,9.1,"0.144","0.168","0.136",25
"Taylor, Michael A.",572191,"CWS","FS","Split-Finger",5.7,2,"30",2.4,"9","0.375","0.875","0.519",31.3,33.3,20,"0.225","0.374","0.256",83.3
"Eaton, Nate",681987,"BOS","CU","Curveball",-0.8,0,"42",12.4,"9","0.125","0.25","0.217",43.8,66.7,37.5,"0.08","0.088","0.142",50
"Thomas, Lane",657041,"CLE","ST","Sweeper",-5.9,-2,"37",6.7,"9","0","0","0",26.7,33.3,30,"0.157","0.172","0.146",16.7
"Seymour, Bob",676044,"TB","FS","Split-Finger",0.2,0,"24",8.1,"9","0.125","0.125","0.278",58.3,33.3,60,"0.131","0.152","0.186",40
"McKinney, Billy",641856,"TEX","FF","4-Seam Fastball",-1.8,-1,"30",34.9,"9","0.222","0.222","0.3",0,0,0,"0.397","0.634","0.44",55.6
"Johnson, Bryce",669369,"SD","SL","Slider",2.9,1,"33",11.5,"9","0.375","0.5","0.417",29.4,33.3,17.6,"0.342","0.385","0.359",40
"Alvarez, Yordan",670541,"HOU","FS","Split-Finger",0.7,0,"33",4.1,"9","0.222","0.333","0.339",57.9,44.4,40,"0.233","0.299","0.229",60
