"last_name, first_name","player_id","team_name_alt","pitch_type","pitch_name","run_value_per_100","run_value","pitches","pitch_usage","pa","ba","slg","woba","whiff_percent","k_percent","put_away","est_ba","est_slg","est_woba","hard_hit_percent"
"Handley, Maverick",668974,"BAL","SI","Sinker",-5.1,-2,"43",23.5,"13","0.083","0.083","0.123",28.6,30.8,33.3,"0.144","0.153","0.175",25
"Sánchez, Gary",596142,"BAL","SI","Sinker",-4.2,-2,"43",10.5,"13","0.182","0.182","0.192",14.3,15.4,22.2,"0.139","0.177","0.172",30
"Stallings, Jacob",607732,"BAL","CH","Changeup",-4,-1,"33",6.9,"13","0.077","0.077","0.138",15.8,15.4,11.8,"0.154","0.222","0.161",27.3
"Raley, Luke",670042,"SEA","FC","Cutter",-3.2,-2,"63",7.6,"13","0.231","0.231","0.208",48.6,23.1,18.8,"0.219","0.326","0.234",40
"Taveras, Leody",665750,"SEA","FC","Cutter",-1.8,-1,"57",8.2,"13","0.273","0.273","0.245",24,7.7,11.1,"0.234","0.306","0.233",33.3
"Ramos, Heliot",671218,"SF","FS","Split-Finger",-1.4,-1,"48",1.8,"13","0","0","0.215",41.2,30.8,21.1,"0.14","0.154","0.305",80
"Flores, Wilmer",527038,"SF","FS","Split-Finger",-5,-2,"35",1.8,"13","0","0","0.054",35.3,53.8,38.9,"0.029","0.032","0.078",20
"McCray, Grant",687529,"SF","FF","4-Seam Fastball",-5.8,-3,"46",47.4,"13","0","0","0.108",28.6,30.8,30.8,"0.112","0.218","0.215",28.6
"Chapman, Matt",656305,"SF","FS","Split-Finger",1.1,1,"51",2.3,"13","0.2","0.4","0.354",22.7,38.5,25,"0.268","0.458","0.4",40
"Encarnacion, Jerar",666464,"SF","FF","4-Seam Fastball",2.8,1,"52",28.1,"13","0.308","0.769","0.446",26.9,30.8,40,"0.353","0.895","0.514",66.7
"Matos, Luis",682641,"SF","ST","Sweeper",-0.7,0,"57",8.3,"13","0.182","0.182","0.246",34.8,15.4,10.5,"0.138","0.178","0.221",22.2
"Huff, Sam",669087,"SF","SI","Sinker",-2.4,-1,"44",19,"13","0.2","0.2","0.3",35,15.4,22.2,"0.24","0.275","0.335",50
"Koss, Christian",683766,"SF","CU","Curveball",-1.9,-1,"39",6.1,"13","0.182","0.182","0.192",41.7,38.5,31.3,"0.242","0.296","0.253",71.4
"McCarthy, Jake",664983,"AZ","FC","Cutter",-0.8,0,"58",6.9,"13","0.25","0.75","0.431",10,15.4,20,"0.341","0.765","0.485",50
"Encarnacion, Jerar",666464,"SF","SL","Slider",-3.1,-1,"39",21.1,"13","0.167","0.25","0.219",45,15.4,28.6,"0.196","0.23","0.224",40
"Del Castillo, Adrian",680728,"AZ","SL","Slider",-1,-1,"61",11.4,"13","0.167","0.417","0.223",61.5,69.2,39.1,"0.118","0.281","0.155",25
"Arenado, Nolan",571448,"STL","FS","Split-Finger",-3.7,-2,"41",2.6,"13","0.154","0.154","0.138",28.6,38.5,27.8,"0.178","0.208","0.168",12.5
"Pozo, Yohel",650968,"STL","ST","Sweeper",1.1,1,"52",8.8,"13","0.385","0.385","0.346",30.3,15.4,8,"0.325","0.404","0.316",54.5
"Baker, Luken",663609,"STL","FF","4-Seam Fastball",0.1,0,"62",36.5,"13","0.2","0.3","0.327",39.3,30.8,20,"0.142","0.238","0.288",33.3
"Barrosa, Jorge",678489,"AZ","CH","Changeup",-5.9,-3,"50",15.3,"13","0","0","0",39.3,38.5,27.8,"0.113","0.167","0.12",37.5
"Profar, Jurickson",595777,"ATL","ST","Sweeper",3.9,3,"70",4.4,"13","0.308","0.615","0.388",16.7,15.4,7.4,"0.219","0.446","0.279",45.5
"Feduccia, Hunter",676439,"TB","CH","Changeup",-4.2,-3,"61",12.8,"13","0","0","0.069",59.4,38.5,20,"0.046","0.053","0.044",0
"Baldwin, Drake",686948,"ATL","ST","Sweeper",2.2,2,"82",4.7,"13","0.385","0.769","0.485",23.5,23.1,13.6,"0.359","0.786","0.48",50
"White, Eli",642201,"ATL","CH","Changeup",-0.4,0,"61",6.1,"13","0.083","0.333","0.225",40.7,38.5,22.7,"0.209","0.517","0.338",42.9
"Carter, Evan",694497,"TEX","FC","Cutter",3.1,2,"51",6.2,"13","0.273","0.727","0.454",21.7,15.4,20,"0.261","0.433","0.355",33.3
"Moore, Dylan",664238,"TEX","CU","Curveball",-3.4,-2,"66",6.5,"13","0.077","0.077","0.069",20.8,46.2,25,"0.099","0.113","0.095",0
"Kim, Ha-Seong",673490,"ATL","ST","Sweeper",-3.3,-2,"46",5.8,"13","0.167","0.167","0.138",21.1,30.8,18.2,"0.251","0.282","0.228",33.3
"Muncy, Max",691777,"ATH","FC","Cutter",-2,-1,"56",6.8,"13","0.25","0.333","0.288",37,23.1,25,"0.163","0.209","0.2",11.1
"Harris, Brett",695391,"ATH","CH","Changeup",1.3,1,"45",13.4,"13","0.308","0.308","0.346",47.6,38.5,26.3,"0.266","0.289","0.246",25
"Cortes, Carlos",666126,"ATH","SI","Sinker",-4.1,-2,"55",14.7,"13","0.167","0.167","0.192",0,0,0,"0.202","0.276","0.245",25
"Loperfido, Joey",694388,"TOR","CH","Changeup",3.1,2,"58",15.4,"13","0.308","0.538","0.362",32.4,30.8,22.2,"0.249","0.433","0.291",44.4
"France, Ty",664034,"TOR","FS","Split-Finger",2.2,1,"44",2.3,"13","0.25","0.5","0.346",24,30.8,22.2,"0.283","0.591","0.395",50
"Hernaiz, Darell",687231,"ATH","ST","Sweeper",1.1,0,"32",4.5,"13","0.308","0.385","0.304",5.9,7.7,10,"0.387","0.427","0.361",0
"Urshela, Gio",570482,"ATH","CH","Changeup",3.5,2,"58",8.1,"13","0.455","0.636","0.508",25.9,7.7,6.7,"0.484","0.587","0.502",50
"Meadows, Parker",678009,"DET","ST","Sweeper",-0.7,0,"52",6.1,"13","0.091","0.091","0.231",52.9,53.8,35,"0.054","0.06","0.204",0
"Herrera, Jose",645444,"AZ","ST","Sweeper",-2.1,-1,"40",4.7,"12","0.273","0.273","0.225",15.4,25,18.8,"0.274","0.334","0.258",22.2
"Valdez, Enmanuel",665839,"PIT","CH","Changeup",-0.3,0,"36",9.2,"12","0.25","0.417","0.283",35,16.7,28.6,"0.266","0.351","0.262",60
"Fry, David",681807,"CLE","FC","Cutter",8,5,"58",9.3,"12","0.364","1.182","0.633",40.6,25,23.1,"0.23","0.514","0.344",62.5
"Kayfus, C.J.",692216,"CLE","CU","Curveball",0,0,"44",8.9,"12","0.2","0.3","0.296",47.6,25,18.8,"0.302","0.339","0.35",14.3
"Bleday, JJ",668709,"ATH","ST","Sweeper",0.4,0,"67",5,"12","0.3","0.3","0.342",45.5,25,14.3,"0.208","0.249","0.284",0
"Martini, Nick",605361,"COL","FC","Cutter",3.1,1,"44",10.2,"12","0.273","0.545","0.375",18.5,16.7,16.7,"0.202","0.355","0.274",44.4
"Harris, Brett",695391,"ATH","SL","Slider",-2.4,-1,"52",15.5,"12","0.25","0.25","0.225",37.5,41.7,26.3,"0.248","0.283","0.232",42.9
"Perkins, Blake",663368,"MIL","FC","Cutter",0.1,0,"54",7.6,"12","0.333","0.417","0.329",23.1,25,23.1,"0.256","0.292","0.24",33.3
"Basallo, Samuel",694212,"BAL","CU","Curveball",5,3,"50",11.3,"12","0.273","1.091","0.558",37.5,33.3,21.1,"0.295","0.912","0.514",71.4
"Bernabel, Warming",682653,"COL","CU","Curveball",-0.2,0,"45",8.7,"12","0.25","0.333","0.254",40,41.7,29.4,"0.18","0.201","0.167",28.6
"Valdez, Enmanuel",665839,"PIT","CU","Curveball",-2.8,-1,"45",11.5,"12","0.091","0.091","0.133",18.8,25,15,"0.216","0.29","0.257",50
"Gasper, Mickey",681508,"MIN","FC","Cutter",-4.2,-2,"36",8,"12","0.111","0.111","0.209",18.8,8.3,10,"0.236","0.272","0.307",22.2
"Nido, Tomás",621512,"DET","FF","4-Seam Fastball",-6.5,-3,"47",39.5,"12","0.083","0.083","0.075",26.7,41.7,33.3,"0.14","0.207","0.148",42.9
"Loperfido, Joey",694388,"TOR","SI","Sinker",-5.2,-2,"46",12.2,"12","0.091","0.091","0.133",18.2,25,42.9,"0.129","0.149","0.17",12.5
"Keirsey Jr., DaShawn",680577,"MIN","SL","Slider",-0.4,0,"45",12.9,"12","0.25","0.5","0.317",36.4,33.3,25,"0.281","0.457","0.315",62.5
"Bernabel, Warming",682653,"COL","ST","Sweeper",0.1,0,"49",9.4,"12","0.25","0.417","0.283",37.9,33.3,21.1,"0.198","0.256","0.197",25
"Jackson, Jeremiah",669236,"BAL","CH","Changeup",-2.6,-2,"62",8.8,"12","0.083","0.167","0.104",63.6,58.3,30.4,"0.099","0.151","0.106",40
"Mateo, Jorge",622761,"BAL","SL","Slider",-3.9,-2,"47",14,"12","0.091","0.091","0.133",42.9,50,31.6,"0.196","0.228","0.232",20
"Mateo, Jorge",622761,"BAL","CU","Curveball",-6.7,-2,"25",7.4,"12","0.083","0.083","0.075",60,58.3,50,"0.163","0.199","0.159",60
"Noda, Ryan",676116,"BAL","SL","Slider",-1.5,0,"32",12.6,"12","0.111","0.111","0.25",33.3,33.3,30.8,"0.101","0.142","0.251",20
"Teodosio, Bryce",669326,"LAA","FC","Cutter",-4.1,-2,"37",7.1,"12","0.083","0.25","0.133",47.8,50,54.5,"0.134","0.28","0.175",16.7
"Bogaerts, Xander",593428,"SD","FS","Split-Finger",2.1,1,"58",2.8,"12","0.273","0.545","0.375",35.5,41.7,19.2,"0.234","0.52","0.347",66.7
"Rojas, Johan",679032,"PHI","ST","Sweeper",0.2,0,"49",7.8,"12","0.167","0.167","0.225",16.7,16.7,10.5,"0.269","0.366","0.277",10
"McGuire, Reese",624512,"CHC","SL","Slider",0,0,"57",11.3,"12","0.273","0.545","0.375",41.4,50,28.6,"0.192","0.5","0.319",40
"Sánchez, Gary",596142,"BAL","CH","Changeup",-1,-1,"51",12.4,"12","0.1","0.4","0.283",52,50,31.6,"0.187","0.374","0.312",75
"Robles, Victor",645302,"SEA","ST","Sweeper",-2.4,-1,"37",9.9,"12","0.2","0.2","0.208",27.3,25,23.1,"0.15","0.183","0.181",12.5
"Harris, Dustin",687957,"TEX","FF","4-Seam Fastball",-2.2,-1,"61",33.9,"12","0.182","0.273","0.238",13.8,25,17.6,"0.196","0.223","0.227",12.5
"Williams, Luke",663897,"ATL","SI","Sinker",-3.5,-1,"36",33.6,"12","0.182","0.364","0.267",19,8.3,12.5,"0.245","0.306","0.271",30
"Wagner, Will",695238,"SD","CU","Curveball",9.4,4,"44",7,"12","0.556","0.889","0.713",23.8,16.7,10,"0.511","0.623","0.545",71.4
"Refsnyder, Rob",608701,"BOS","FC","Cutter",1.4,1,"66",7.4,"12","0.3","0.5","0.417",7.7,8.3,10,"0.276","0.505","0.336",40
"Kjerstad, Heston",677008,"BAL","FS","Split-Finger",-1.9,-1,"30",4.8,"12","0.083","0.333","0.167",47.6,50,40,"0.094","0.284","0.157",33.3
"Noda, Ryan",676116,"BAL","SI","Sinker",-3,-1,"40",15.7,"12","0.182","0.182","0.164",31.3,50,54.5,"0.174","0.22","0.171",50
"Iglesias, Jose",578428,"SD","FC","Cutter",-1.6,-1,"76",5.5,"12","0.111","0.111","0.192",28,16.7,14.3,"0.261","0.371","0.326",12.5
"Schmitt, Casey",669477,"SF","FS","Split-Finger",1.8,1,"39",2.9,"12","0.25","0.583","0.346",26.1,25,15,"0.135","0.376","0.214",11.1
"Acosta, Maximo",691185,"MIA","SI","Sinker",-4.9,-2,"44",17.7,"12","0.1","0.1","0.192",21.4,16.7,66.7,"0.284","0.509","0.398",62.5
"Renfroe, Hunter",592669,"KC","CH","Changeup",-5.7,-3,"51",13,"12","0","0","0",33.3,25,18.8,"0.105","0.115","0.095",33.3
"Fletcher, Dominic",666150,"CWS","FF","4-Seam Fastball",-0.4,0,"58",44.6,"12","0.273","0.455","0.342",18.5,8.3,6.7,"0.273","0.315","0.293",50
"Dezenzo, Zach",701305,"HOU","CH","Changeup",5.7,3,"44",9.2,"12","0.3","0.7","0.463",47.6,25,17.6,"0.225","0.563","0.389",28.6
"Yoshida, Masataka",807799,"BOS","FS","Split-Finger",4.2,2,"36",5,"12","0.364","0.545","0.417",44.4,33.3,36.4,"0.183","0.247","0.227",42.9
"Herrera, Jose",645444,"AZ","CU","Curveball",-1.2,-1,"63",7.4,"12","0.167","0.167","0.15",20,41.7,22.7,"0.151","0.217","0.154",42.9
"Knizner, Andrew",668800,"SF","SL","Slider",0.5,0,"49",15.3,"12","0.273","0.545","0.371",16,0,0,"0.293","0.41","0.334",18.2
"Melton, Jacob",689200,"HOU","SL","Slider",-5.6,-1,"24",7.2,"12","0.182","0.182","0.208",35.7,25,21.4,"0.257","0.31","0.285",62.5
"Nuñez, Nasim",683083,"WSH","CH","Changeup",-1.6,-1,"59",14.1,"12","0.182","0.273","0.238",52.2,33.3,17.4,"0.116","0.13","0.158",28.6
"Mesa Jr., Victor",683748,"MIA","SL","Slider",3.6,1,"23",16.3,"12","0.222","0.556","0.391",27.3,16.7,50,"0.22","0.647","0.42",37.5
"Amador, Adael",691182,"COL","FC","Cutter",-2.6,-1,"46",10.2,"12","0.167","0.25","0.114",18.2,16.7,25,"0.112","0.163","0.118",20
"Mervis, Matt",670223,"MIA","SL","Slider",0.1,0,"46",8.6,"12","0.2","0.5","0.3",45.8,33.3,28.6,"0.215","0.316","0.285",71.4
"Massey, Michael",686681,"KC","ST","Sweeper",0.3,0,"38",3.8,"12","0.333","0.417","0.329",22.7,16.7,20,"0.145","0.192","0.146",0
"Rosario, Amed",642708,"NYY","CU","Curveball",-4.6,-2,"53",8.2,"12","0.083","0.167","0.104",30,16.7,13.3,"0.179","0.412","0.247",50
"Julien, Edouard",666397,"MIN","FC","Cutter",2.9,2,"52",5.9,"12","0.455","0.727","0.521",18.2,16.7,28.6,"0.363","0.721","0.476",33.3
"Amaya, Miguel",665804,"CHC","ST","Sweeper",-1.6,-1,"48",12.5,"12","0.167","0.25","0.179",38.1,25,25,"0.238","0.324","0.244",22.2
"Verdugo, Alex",657077,"ATL","ST","Sweeper",-2.8,-1,"38",4.3,"12","0.182","0.182","0.208",6.3,16.7,14.3,"0.141","0.192","0.189",22.2
"Mateo, Jorge",622761,"BAL","SI","Sinker",-3.8,-2,"64",19,"12","0.167","0.167","0.15",11.8,25,21.4,"0.155","0.167","0.143",22.2
"Heyward, Jason",518792,"SD","SL","Slider",0.9,0,"42",12.1,"12","0.222","0.333","0.354",42.1,33.3,30.8,"0.254","0.46","0.403",60
"Maldonado, Martín",455117,"SD","CU","Curveball",-1.5,-1,"64",11.3,"12","0.167","0.25","0.179",73.9,58.3,31.8,"0.133","0.192","0.14",20
"Nuñez, Nasim",683083,"WSH","SL","Slider",-6.1,-2,"40",9.6,"12","0.083","0.083","0.075",17.6,25,21.4,"0.154","0.245","0.171",33.3
"Locklear, Tyler",682988,"AZ","CU","Curveball",0.4,0,"50",10.5,"12","0.083","0.333","0.167",40.7,50,27.3,"0.167","0.404","0.239",50
"Helman, Michael",680737,"TEX","CH","Changeup",-3.2,-2,"51",12.6,"12","0.167","0.167","0.15",42.4,33.3,20,"0.187","0.203","0.174",12.5
"Baker, Luken",663609,"STL","SI","Sinker",-2.2,-1,"33",19.4,"12","0.1","0.2","0.296",14.3,16.7,28.6,"0.156","0.261","0.264",50
"Pagés, Pedro",686780,"STL","FS","Split-Finger",4.2,1,"31",2.1,"12","0.25","0.75","0.445",26.3,33.3,22.2,"0.244","0.705","0.392",50
"Lee, Korey",686676,"CWS","FF","4-Seam Fastball",-3.7,-2,"45",29.4,"12","0.1","0.1","0.145",11.1,25,18.8,"0.151","0.218","0.208",50
"Grichuk, Randal",545341,"KC","ST","Sweeper",0.1,0,"66",6.1,"12","0.25","0.417","0.358",24,25,21.4,"0.221","0.317","0.227",44.4
"Caglianone, Jac",695506,"KC","ST","Sweeper",-2.8,-2,"62",7.2,"12","0.167","0.167","0.15",40.7,33.3,23.5,"0.209","0.539","0.311",62.5
"Stewart, Sal",701398,"CIN","ST","Sweeper",-0.1,0,"37",17.1,"12","0.273","0.364","0.313",21.7,8.3,7.7,"0.314","0.371","0.332",20
"Jensen, Carter",695600,"KC","SL","Slider",4.8,2,"31",10.6,"12","0.417","0.75","0.492",9.5,16.7,22.2,"0.44","0.735","0.505",50
"Johnston, Troy",687859,"MIA","FC","Cutter",2.4,1,"34",7.6,"12","0.3","0.6","0.433",14.3,0,,"0.344","0.706","0.481",50
"Alfaro, Jorge",595751,"WSH","FF","4-Seam Fastball",-1.7,-1,"60",44.1,"12","0.25","0.333","0.254",34.9,50,31.6,"0.177","0.285","0.197",50
"Vierling, Matt",663837,"DET","SL","Slider",-0.9,0,"52",11.9,"12","0.182","0.182","0.208",37.5,50,35.3,"0.206","0.381","0.284",60
"Turner, Justin",457759,"CHC","CU","Curveball",-0.4,0,"56",7,"12","0.273","0.273","0.283",11.5,16.7,8.3,"0.326","0.37","0.339",11.1
"Noel, Jhonkensy",678877,"CLE","CU","Curveball",-4.8,-2,"45",8,"12","0","0","0.058",50,50,35.3,"0.059","0.066","0.11",20
"Winker, Jesse",608385,"NYM","FC","Cutter",-3.3,-1,"45",14.2,"12","0.222","0.222","0.208",15,8.3,9.1,"0.215","0.237","0.229",40
"DeLuca, Jonny",676356,"TB","SI","Sinker",7.8,2,"31",13.8,"12","0.583","0.833","0.613",16.7,8.3,25,"0.302","0.394","0.3",36.4
"Gonzalez, Oscar",660757,"SD","FF","4-Seam Fastball",-5.2,-4,"69",31.9,"12","0","0","0",30.4,33.3,13.8,"0.21","0.479","0.288",50
"Tauchman, Mike",643565,"CWS","ST","Sweeper",-2.4,-1,"61",3.8,"12","0.182","0.182","0.208",29.6,33.3,19,"0.197","0.227","0.227",42.9
"Pereda, Jhonny",640902,"MIN","SI","Sinker",0.6,0,"55",16.5,"12","0.4","0.5","0.446",12.5,0,0,"0.33","0.378","0.374",50
"Monasterio, Andruw",655316,"MIL","CU","Curveball",2.4,1,"44",7.9,"12","0.364","0.455","0.388",27.3,25,14.3,"0.213","0.302","0.262",25
"Alexander, Blaze",677942,"AZ","FS","Split-Finger",-0.6,0,"41",3.9,"12","0.25","0.333","0.254",39.1,50,28.6,"0.218","0.262","0.205",16.7
"Hill, Derek",656537,"CWS","FC","Cutter",-4.2,-2,"48",8.3,"12","0.182","0.182","0.164",37.5,25,27.3,"0.191","0.283","0.202",33.3
"Seymour, Bob",676044,"TB","CU","Curveball",-1.4,-1,"46",15.6,"12","0.25","0.25","0.225",40.9,41.7,55.6,"0.251","0.327","0.251",57.1
"Alvarez Jr., Nacho",805373,"ATL","FC","Cutter",-0.1,0,"31",3.8,"12","0.333","0.417","0.329",13.3,8.3,20,"0.273","0.31","0.258",0
"Cabrera, Oswaldo",665828,"NYY","CU","Curveball",1.9,1,"41",9.3,"12","0.182","0.182","0.342",26.3,41.7,41.7,"0.129","0.155","0.23",16.7
"Varsho, Daulton",662139,"TOR","FS","Split-Finger",7.6,3,"37",3.8,"12","0.25","0.917","0.467",22.7,33.3,26.7,"0.214","0.522","0.307",37.5
"Crooks, Jimmy",699625,"STL","SI","Sinker",-3.3,-2,"52",26.1,"12","0.091","0.091","0.133",17.4,41.7,23.8,"0.167","0.297","0.237",50
"Kayfus, C.J.",692216,"CLE","FC","Cutter",11.4,4,"38",7.7,"12","0.583","1.167","0.733",33.3,16.7,20,"0.483","0.88","0.582",60
"Cortes, Carlos",666126,"ATH","SL","Slider",8,3,"39",10.4,"12","0.364","0.909","0.542",18.2,25,16.7,"0.349","0.754","0.485",50
"Yorke, Nick",694377,"PIT","SI","Sinker",-0.1,0,"39",13.7,"12","0.364","0.455","0.423",21.7,0,0,"0.199","0.206","0.228",18.2
"Canha, Mark",592192,"KC","SL","Slider",-2.7,-2,"75",14.8,"12","0","0","0.058",27.6,16.7,7.4,"0.14","0.181","0.186",11.1
"Pham, Tommy",502054,"PIT","FS","Split-Finger",5.9,2,"34",2,"12","0.273","0.727","0.433",26.3,25,25,"0.387","0.779","0.508",62.5
"Osuna, Alejandro",696030,"TEX","FS","Split-Finger",-2.9,-1,"25",3.4,"12","0.182","0.182","0.208",16.7,16.7,22.2,"0.323","0.387","0.338",22.2
"Pederson, Joc",592626,"TEX","FS","Split-Finger",-0.5,0,"47",3.8,"12","0.273","0.273","0.283",50,50,30,"0.204","0.253","0.24",40
"Teodosio, Bryce",669326,"LAA","ST","Sweeper",-1.9,-1,"42",8.1,"12","0.182","0.182","0.208",38.9,25,18.8,"0.16","0.218","0.209",12.5
"Lopez, Nicky",670032,"CHC","FF","4-Seam Fastball",-5.3,-2,"42",39.6,"12","0","0","0.117",9.1,8.3,10,"0.172","0.227","0.258",55.6
"Trammell, Taylor",666211,"HOU","SI","Sinker",3.5,2,"47",8.5,"12","0.222","0.889","0.508",47.1,41.7,35.7,"0.152","0.426","0.353",75
"Smith, Dominic",642086,"SF","FS","Split-Finger",3.6,1,"37",4.4,"12","0.4","0.5","0.388",35.3,8.3,5.9,"0.282","0.346","0.294",20
"Clase, Jonatan",682729,"TOR","SL","Slider",-1.2,-1,"47",10.7,"12","0.273","0.273","0.283",28,25,15.8,"0.201","0.386","0.286",37.5
"Rortvedt, Ben",666163,"LAD","SL","Slider",-2.5,-1,"44",8.5,"12","0.091","0.182","0.163",36.4,25,17.6,"0.132","0.163","0.177",25
"Carter, Evan",694497,"TEX","FS","Split-Finger",-4,-1,"27",3.3,"12","0.167","0.167","0.15",52.9,50,42.9,"0.102","0.121","0.099",33.3
"Mayer, Marcelo",691785,"BOS","FS","Split-Finger",-1,0,"39",7.6,"12","0.167","0.417","0.242",58.3,66.7,44.4,"0.169","0.393","0.236",50
"Anderson, Tim",641313,"LAA","ST","Sweeper",-2.9,-1,"32",9.7,"12","0.083","0.167","0.179",36.8,50,31.6,"0.095","0.12","0.093",16.7
"Hernández, Teoscar",606192,"LAD","FS","Split-Finger",-0.8,0,"47",2.2,"12","0.25","0.333","0.254",52,41.7,27.8,"0.233","0.307","0.234",57.1
"Sogard, Nick",686765,"BOS","SI","Sinker",-1.1,0,"42",10.5,"12","0.273","0.273","0.283",7.1,16.7,20,"0.411","0.509","0.427",44.4
"Mervis, Matt",670223,"MIA","SI","Sinker",0,0,"31",5.8,"12","0.182","0.455","0.3",18.8,41.7,45.5,"0.146","0.294","0.226",50
"Roden, Alan",702176,"MIN","FS","Split-Finger",-4.7,-2,"39",7.1,"12","0.083","0.083","0.075",38.9,41.7,35.7,"0.065","0.069","0.059",42.9
"Norby, Connor",681393,"MIA","FS","Split-Finger",-5.5,-2,"38",3.1,"12","0.091","0.091","0.133",61.5,58.3,50,"0.085","0.097","0.132",0
"Hill, Derek",656537,"CWS","CH","Changeup",3.3,1,"45",7.8,"12","0.182","0.455","0.375",32,33.3,23.5,"0.242","0.452","0.325",57.1
"Raley, Luke",670042,"SEA","CU","Curveball",0.6,0,"74",8.9,"12","0.182","0.364","0.267",53.6,50,22.2,"0.133","0.346","0.241",40
"Senger, Hayden",663584,"NYM","SL","Slider",-5.9,-2,"29",11.4,"11","0.091","0.091","0.082",31.3,27.3,30,"0.251","0.463","0.304",37.5
"Matos, Luis",682641,"SF","FC","Cutter",2.5,1,"38",5.5,"11","0.273","0.545","0.345",15.8,9.1,12.5,"0.232","0.321","0.238",60
"Matos, Luis",682641,"SF","CU","Curveball",0.1,0,"62",9,"11","0.2","0.2","0.309",37.9,27.3,11.5,"0.257","0.318","0.291",42.9
"Loperfido, Joey",694388,"TOR","SL","Slider",4,2,"42",11.2,"11","0.333","0.333","0.455",44.4,27.3,27.3,"0.304","0.354","0.361",50
"Dunn, Oliver",686554,"MIL","FF","4-Seam Fastball",-1.6,-1,"43",27.9,"11","0.1","0.1","0.145",57.1,45.5,29.4,"0.138","0.149","0.178",40
"Rortvedt, Ben",666163,"LAD","CU","Curveball",4.1,2,"47",9.1,"11","0.333","0.333","0.5",47.4,27.3,13.6,"0.296","0.346","0.364",16.7
"Stanton, Giancarlo",519317,"NYY","FS","Split-Finger",2.3,1,"46",3.8,"11","0.182","0.727","0.364",47.4,54.5,28.6,"0.089","0.317","0.167",60
"Simon, Ronny",682927,"PIT","CU","Curveball",-1.9,-1,"43",12.5,"11","0.1","0.2","0.195",15.8,9.1,8.3,"0.26","0.293","0.26",40
"Candelario, Jeimer",600869,"CIN","CH","Changeup",-1.6,-1,"54",14.4,"11","0.222","0.222","0.227",33.3,27.3,15.8,"0.131","0.167","0.221",28.6
"Vierling, Matt",663837,"DET","CH","Changeup",-3.3,-1,"43",9.9,"11","0.182","0.182","0.164",28,27.3,15.8,"0.183","0.211","0.171",25
"Kiner-Falefa, Isiah",643396,"TOR","FS","Split-Finger",-0.7,0,"50",3.1,"11","0.273","0.273","0.327",33.3,45.5,20.8,"0.179","0.2","0.163",16.7
"Rivas, Leo",660844,"SEA","CH","Changeup",1.3,1,"59",11.3,"11","0.222","0.222","0.291",37.5,18.2,10,"0.148","0.178","0.245",0
"Knizner, Andrew",668800,"SF","SI","Sinker",1,1,"56",17.4,"11","0.333","0.333","0.455",16.7,9.1,25,"0.216","0.236","0.289",37.5
"Ritter, Ryan",690022,"COL","CH","Changeup",3.7,1,"33",4.3,"11","0.364","0.545","0.391",38.1,18.2,20,"0.238","0.274","0.223",22.2
"Betts, Mookie",605141,"LAD","FS","Split-Finger",6.2,3,"50",2,"11","0.5","0.8","0.573",25,9.1,4.5,"0.357","0.611","0.44",44.4
"Lawlar, Jordan",691783,"AZ","ST","Sweeper",-2.5,-1,"39",13.7,"11","0.1","0.1","0.145",44.4,54.5,42.9,"0.139","0.2","0.196",50
"Bouchard, Sean",656248,"COL","SI","Sinker",-1.1,-1,"49",17.9,"11","0.222","0.222","0.291",11.8,27.3,23.1,"0.209","0.309","0.309",33.3
"Trejo, Alan",676701,"COL","SL","Slider",-6.2,-2,"34",23,"11","0.091","0.091","0.082",26.1,27.3,33.3,"0.174","0.283","0.195",25
"Tena, José",677588,"WSH","FS","Split-Finger",-2.6,-1,"41",6,"11","0.091","0.091","0.082",16.7,18.2,12.5,"0.23","0.256","0.215",11.1
"Wong, Connor",657136,"BOS","CU","Curveball",-1.6,-1,"67",9,"11","0.125","0.125","0.23",29.6,18.2,6.9,"0.179","0.203","0.273",28.6
"DeLuca, Jonny",676356,"TB","FF","4-Seam Fastball",-0.3,0,"69",30.8,"11","0.3","0.7","0.436",24.2,9.1,4.5,"0.283","0.418","0.335",33.3
"Fortes, Nick",663743,"TB","CU","Curveball",0.1,0,"74",8.1,"11","0.3","0.3","0.309",19,27.3,15,"0.161","0.184","0.2",28.6
"McCarthy, Jake",664983,"AZ","FS","Split-Finger",0.8,0,"36",4.3,"11","0.273","0.545","0.341",16.7,18.2,14.3,"0.352","0.479","0.36",22.2
"Locklear, Tyler",682988,"AZ","SI","Sinker",-3.4,-2,"53",11.1,"11","0.182","0.182","0.164",17.4,27.3,27.3,"0.126","0.143","0.117",25
"Johnston, Troy",687859,"MIA","ST","Sweeper",-0.9,0,"28",6.2,"11","0.1","0.1","0.227",29.4,27.3,21.4,"0.139","0.232","0.206",57.1
"Bliss, Ryan",669208,"SEA","FF","4-Seam Fastball",4.9,3,"54",35.8,"11","0.375","0.75","0.536",46.2,27.3,25,"0.236","0.326","0.367",40
"Raley, Luke",670042,"SEA","ST","Sweeper",-4,-2,"45",5.4,"11","0.1","0.1","0.082",34.6,45.5,26.3,"0.129","0.143","0.163",33.3
"Nola, Austin",543592,"COL","FF","4-Seam Fastball",-3.9,-2,"55",37.2,"11","0.182","0.182","0.164",21.9,18.2,10.5,"0.215","0.275","0.21",33.3
