"name","id","total_runs","inf_of_runs","range_runs","arm_runs","dp_runs","catching_runs","framing_runs","throwing_runs","blocking_runs","outs_total","outs_2","outs_3","outs_4","outs_5","outs_6","outs_7","outs_8","outs_9"
"Gray, Tristan",656484,-0.5361613366078175,-0.5361613366078175,-1.0119100786851163,-0.05626724683014289,0.5320159889074416,,,,,582,0,57,240,99,186,0,0,0
"Ornelas, Jonathan",680716,-0.5361789367059455,-0.5361789367059455,-0.5159538020347879,,-0.020225134671157628,,,,,78,0,0,9,21,48,0,0,0
"McCusker, Carson",676812,-0.5374636985666439,-0.5374636985666439,-0.6243597603073319,0.08689606174068808,,,,,,147,0,0,0,0,0,0,0,147
"Callihan, Tyler",682997,-0.5403902953760178,-0.5403902953760178,-0.7383111199533138,0.19792082457729598,,,,,,59,0,0,9,0,0,50,0,0
"Kingery, Scott",664068,-0.5523913152607534,-0.5523913152607534,-0.9839098600743597,,0.4315185448136061,,,,,240,0,0,159,0,39,0,27,9
"Heyward, Jason",518792,-0.5578876792668814,-0.5578876792668814,0.16371710189876068,-0.7216047811656423,,,,,,647,0,0,0,0,0,569,30,48
"Baty, Brett",683146,-0.5579773198588373,-0.5579773198588373,0.6548067156851785,-0.05266464105543059,-1.1601193944885857,,,,,2838,0,0,1119,1719,0,0,0,0
"Matthews, Brice",694728,-0.5721418699972731,-0.5721418699972731,-0.1407176403981304,,-0.4314242295991426,,,,,331,0,0,327,4,0,0,0,0
"McKinney, Billy",641856,-0.5944182995026522,-0.5944182995026522,-0.1409361221038478,-0.45348217739880403,,,,,,120,0,0,0,0,0,27,0,93
"Berti, Jon",542932,-0.636245226903599,-0.636245226903599,-1.5895375151484323,,0.9532922882448324,,,,,746,0,0,150,582,0,0,0,3
"Beavers, Dylan",687637,-0.6397241451147005,-0.6397241451147005,-0.21685057617795436,-0.422873568936746,,,,,,901,0,0,0,0,0,537,0,364
"Amaya, Jacob",676070,-0.6425824172799279,-0.6425824172799279,-0.22857623378454123,,-0.4140061834953869,,,,,634,0,0,12,0,619,0,0,0
"Dunn, Oliver",686554,-0.669205826506716,-0.669205826506716,-0.7983133824818895,,0.12910755597517318,,,,,281,0,6,0,275,0,0,0,0
"Guerrero Jr., Vladimir",665489,-0.6715844866499306,-0.6715844866499306,-1.4703989411437555,,0.7988144544938252,,,,,3380,0,3380,0,0,0,0,0,0
"Rivero, Sebastián",665861,-0.6941126481930419,,,,,-0.6941126481930419,-0.26683130295511104,-0.3433988981592322,-0.08388244707869746,256,256,0,0,0,0,0,0,0
"Flores, Wilmer",527038,-0.7014792361633096,-0.7014792361633096,-0.8270508470282162,,0.12557161086490612,,,,,651,0,624,0,27,0,0,0,0
"Stubbs, C.J.",667690,-0.7036678224590562,,,,,-0.7036678224590562,-0.7525401807039088,,0.04887235824485274,27,27,0,0,0,0,0,0,0
"Mountcastle, Ryan",663624,-0.7068272384536901,-0.7068272384536901,-0.19200730871056096,,-0.5148199297431288,,,,,1323,0,1323,0,0,0,0,0,0
"Narváez, Omar",553882,-0.7110062164773282,,,,,-0.7110062164773282,-0.19761242742210308,-0.49761656676265065,-0.015777222292574642,78,78,0,0,0,0,0,0,0
"Keaschall, Luke",807712,-0.7139218169284789,-0.7139218169284789,-1.3373600413393922,0.28830662655302464,0.33513159785788926,,,,,1080,0,0,1080,0,0,0,0,0
"Nimmo, Brandon",607043,-0.7172869505119706,-0.7172869505119706,-0.6043704782432998,-0.11291647226866858,,,,,,3851,0,0,0,0,0,3806,45,0
"Barrero, José",676480,-0.7183921948966117,-0.7183921948966117,-0.6135340256893023,-0.17628697929623668,0.07142881008892694,,,,,258,0,0,24,6,117,0,102,9
"Prieto, César",693409,-0.7231457431406941,-0.7231457431406941,-0.7231457431406941,,,,,,,27,0,0,27,0,0,0,0,0
"Villar, David",681584,-0.7442700798035178,-0.7442700798035178,-0.7442700798035178,,,,,,,159,0,156,0,3,0,0,0,0
"Harper, Bryce",547180,-0.7528189468779127,-0.7528189468779127,0.47509871735006515,,-1.2279176642279777,,,,,3398,0,3398,0,0,0,0,0,0
"Vivas, Jorbit",678391,-0.7558189709525884,-0.7558189709525884,-1.0794117399476324,,0.3235927689950442,,,,,534,0,0,306,228,0,0,0,0
"Lee, Korey",686676,-0.7690734143769046,-0.6697141660059888,-0.6767573011423783,0.00704313513638951,,-0.0993592483709158,-0.22691029695479198,-0.44118521728817583,0.5687362658720516,273,258,0,0,0,0,6,0,0
"Herrera, Jose",645444,-0.7849755774390663,,,,,-0.7849755774390663,-0.5253902137085263,-1.3307861044455467,1.071200740715005,1466,1460,0,0,0,0,0,0,0
"Seigler, Anthony",678011,-0.7868597358607057,-0.4003099646139642,-0.5019413357798451,-0.18799660569388504,0.28962797685976566,-0.38654977124674195,-0.1442078277756215,,-0.24234194347112034,397,3,3,0,388,0,0,0,0
"Eaton, Nate",681987,-0.8065022878160416,-0.8065022878160416,-1.5902504030454103,1.001789598223012,-0.2180414829936434,,,,,624,0,0,0,219,0,39,90,273
"Outman, James",681546,-0.8075207877077821,-0.8075207877077821,-0.04909273458153973,-0.7584280531262435,,,,,,1064,0,0,0,0,0,276,602,186
"Pillar, Kevin",607680,-0.8327133798483393,-0.8327133798483393,-0.43812734859145397,-0.3945860312568853,,,,,,259,0,0,0,0,0,60,159,40
"McKinstry, Zach",656716,-0.8329682170271173,-0.8329682170271173,-0.8284365164559025,0.3710556157647613,-0.3755873163359774,,,,,3443,0,6,93,1735,744,264,0,600
"Marte, Ketel",606466,-0.8510890280997909,-0.8510890280997909,0.9808928669330422,-0.0296239423879642,-1.802357952644869,,,,,2634,0,0,2634,0,0,0,0,0
"Siri, Jose",642350,-0.8552430760091546,-0.8552430760091546,-0.5793587138242425,-0.2758843621849122,,,,,,285,0,0,0,0,0,0,285,0
"Kennedy, Buddy",671083,-0.8593477046120015,-0.8593477046120015,-0.8593477046120015,,,,,,,229,0,42,15,172,0,0,0,0
"Schanuel, Nolan",694384,-0.8708264325349279,-0.8708264325349279,-1.6652916470880235,,0.7944652145530987,,,,,3393,0,3393,0,0,0,0,0,0
"Hinds, Rece",677956,-0.878937930155445,-0.878937930155445,-1.4445719641143078,0.5656340339588631,,,,,,323,0,0,0,0,0,0,0,323
"Noel, Jhonkensy",678877,-0.8901912587766578,-0.8901912587766578,-1.1294580618642067,0.03220878968431111,0.20705801340323743,,,,,1053,0,150,0,0,0,3,0,900
"Shaw, Matt",807713,-0.8916253428452707,-0.8916253428452707,-0.7727205091415803,,-0.1189048337036901,,,,,3048,0,0,18,3030,0,0,0,0
"Pereira, Everson",677592,-0.8978146190548366,-0.8978146190548366,-0.6471568983722352,-0.2506577206826012,,,,,,488,0,0,0,0,0,0,440,48
"Moore, Christian",695681,-0.9035862847602246,-0.9035862847602246,-1.6263931622809282,0.3122431766108399,0.4105637009098638,,,,,1235,0,0,1235,0,0,0,0,0
"Naylor, Josh",647304,-0.9307771485425231,-0.9307771485425231,0.4097471749052237,,-1.3405243234477477,,,,,3243,0,3243,0,0,0,0,0,0
"Refsnyder, Rob",608701,-0.932881760130619,-0.932881760130619,-1.184104270715447,0.25122251058482703,,,,,,768,0,0,0,0,0,238,0,530
"Thomas, Colby",687515,-0.9448215889507409,-0.9448215889507409,-1.109911743151188,0.1650901542004472,,,,,,809,0,0,0,0,0,123,282,404
"Peters, Tristan",671976,-0.9450291357275461,-0.9450291357275461,-0.976153316759082,0.03112418103153589,,,,,,87,0,0,0,0,0,0,87,0
"Suzuki, Seiya",673548,-0.9558763989340436,-0.9558763989340436,-0.2585191223142718,-0.6973572766197711,,,,,,1244,0,0,0,0,0,371,27,846
"Sabol, Blake",666165,-0.9591545039725667,,,,,-0.9591545039725667,-0.3194203007946864,-0.6630944556228294,0.023360252444948344,117,117,0,0,0,0,0,0,0
"Crooks, Jimmy",699625,-0.9797202106792763,,,,,-0.9797202106792763,-0.04223948009983066,-0.4670123133636133,-0.47046841721583366,316,316,0,0,0,0,0,0,0
"Black, Tyler",672012,-0.9829933212771911,-0.9829933212771911,-0.6721842106567573,-0.3108091106204338,,,,,,58,0,33,0,0,0,18,0,7
"Kieboom, Carter",666198,-0.9855756021858708,-0.9855756021858708,-0.9855756021858708,,,,,,,54,0,54,0,0,0,0,0,0
"Johnston, Troy",687859,-0.9921825490469289,-0.9921825490469289,-0.41599425090751474,-0.07683308980076903,-0.4993552083386447,,,,,738,0,324,0,0,0,198,0,216
"Soderstrom, Tyler",691016,-0.9935860778589468,-0.9935860778589468,0.6424720792055356,-1.5467815306516253,-0.08927662641285691,,,,,3785,0,1182,0,0,0,2603,0,0
"Barnes, Austin",605131,-1.0111930585887374,-0.711290363977997,-0.711289722349096,,-6.416289010554728e-7,-0.2999026946107403,0.7015659095842034,-1.7014132321758964,0.6999446279809531,312,309,3,0,0,0,0,0,0
"Jones, Nolan",666134,-1.032240664589579,-1.032240664589579,-4.8919804991140285,3.859739834524444,,,,,,2676,0,0,0,0,0,231,580,1865
"Baldwin, Drake",686948,-1.0500565417836232,,,,,-1.0500565417836232,-1.1646094530945963,-1.5602714996803884,1.6748244109913608,2279,2279,0,0,0,0,0,0,0
"Henderson, Gunnar",683002,-1.0693933153741917,-1.0693933153741917,-2.312646892933901,-0.02587255997250028,1.2691261375322078,,,,,3749,0,0,0,0,3749,0,0,0
"Newman, Kevin",621028,-1.0920695817508315,-1.0920695817508315,-1.5691304992062332,,0.4770609174554011,,,,,907,0,45,90,490,270,0,0,0
"Loperfido, Joey",694388,-1.1308086736554253,-1.1308086736554253,-0.10476576253703328,-1.026042911118393,,,,,,681,0,0,0,0,0,516,0,165
"Herrera, Iván",671056,-1.1543371309452601,0.29085235042068375,0.12521937785411305,0.16563297256657067,,-1.4451894813659438,-0.3398033214352926,-1.1264074743801644,0.021021314449512718,396,303,0,0,0,0,93,0,0
"Raley, Luke",670042,-1.1596860386211343,-1.1596860386211343,-1.4851182941993275,0.38417852335197933,-0.05874626777378553,,,,,1347,0,609,0,0,0,30,88,620
"Gorski, Matt",685301,-1.1814630041975207,-1.1814630041975207,-1.1164898687325715,-0.0649731354649492,,,,,,273,0,240,0,0,0,3,30,0
"Torkelson, Spencer",679529,-1.2107481265625322,-1.2107481265625322,-1.7513965440854389,,0.5406484175229063,,,,,3816,0,3816,0,0,0,0,0,0
"Azocar, José",640492,-1.2378405048349908,-1.2378405048349908,-1.017416806853068,-0.22042369798192246,,,,,,156,0,0,0,0,0,63,51,42
"Rice, Ben",700250,-1.2816840854967146,0.679813846965728,0.7018227047163923,,-0.022008857750664707,-1.9614979324624435,-1.2101703859686872,-0.30459942384449556,-0.4467281226492586,1799,689,1110,0,0,0,0,0,0
"Canha, Mark",592192,-1.301185261374671,-1.301185261374671,-0.006690990876815295,-1.2944942704978573,,,,,,613,0,42,0,0,0,391,0,180
"Burger, Jake",669394,-1.303230563231002,-1.303230563231002,-1.1585012102784689,-0.0028555734232632857,-0.1418737795292706,,,,,2270,0,2270,0,0,0,0,0,0
"Riley, Austin",663586,-1.3078346251467032,-1.3078346251467032,-0.8960781170961903,0.004378131207920013,-0.4161346392584326,,,,,2666,0,0,0,2666,0,0,0,0
"Basallo, Samuel",694212,-1.3159388579015192,0.0994320832188233,0.0994320832188233,,,-1.415370941120342,-1.1152554441499407,0.5881197574010788,-0.8882352543714789,590,536,54,0,0,0,0,0,0
"Frazier, Adam",624428,-1.3213699955217215,-1.3213699955217215,-0.2716654162445138,0.03771933542398767,-1.087423914701194,,,,,2742,0,0,1803,107,0,678,0,154
"Miranda, Jose",669304,-1.3355594618639515,-1.3355594618639515,-1.3656092540778375,0.00022180057677294524,0.029827991637112784,,,,,243,0,0,0,243,0,0,0,0
"Higashioka, Kyle",543309,-1.352564399938238,,,,,-1.352564399938238,3.3121279555834597,-3.898192653945607,-0.7664997015760862,1813,1813,0,0,0,0,0,0,0
"Donovan, Brendan",680977,-1.3848107929494096,-1.3848107929494096,-0.8454927340597194,0.023484905361077113,-0.5628029642507677,,,,,3006,0,0,2427,0,123,456,0,0
"Benson, Will",666181,-1.391706665587653,-1.391706665587653,-0.1808365144970794,-1.2108701510905748,,,,,,1719,0,0,0,0,0,667,258,794
"Alvarez, Yordan",670541,-1.4100619139939647,-1.4100619139939647,-0.9399049759609824,-0.4701569380329838,,,,,,348,0,0,0,0,0,348,0,0
"Bauers, Jake",641343,-1.431531573336752,-1.431531573336752,-1.1372297518127517,-0.2077248500642905,-0.08657697145971016,,,,,1224,0,662,0,0,0,457,0,90
"Mervis, Matt",670223,-1.438498818297091,-1.438498818297091,-0.9560706841258962,,-0.48242813417119507,,,,,600,0,600,0,0,0,0,0,0
"Hilliard, Sam",656541,-1.4641730987391093,-1.4641730987391093,-1.0602612782641274,-0.403911820474983,,,,,,386,0,0,0,0,0,180,137,69
"Kim, Ha-Seong",673490,-1.4816584317578492,-1.4816584317578492,-2.1021737270732688,0.46772217708725994,0.15279311822816063,,,,,1212,0,0,129,0,1083,0,0,0
"Cronenworth, Jake",630105,-1.4890542715586035,-1.4890542715586035,-0.33142011922461734,0.7480984445776507,-1.9057325969116372,,,,,3409,0,261,2911,0,237,0,0,0
"Sheets, Gavin",657757,-1.4950953480807445,-1.4950953480807445,-2.7436794952052224,1.2686085873936845,-0.020024440269208146,,,,,1735,0,298,0,0,0,1437,0,0
"Conine, Griffin",665052,-1.5352540328696318,-1.5352540328696318,-0.669443115984622,-0.8658109168850097,,,,,,531,0,0,0,0,0,339,0,192
"Solak, Nick",669256,-1.5405072918472955,-1.5405072918472955,-1.3360851760703907,-0.20441536596236742,-0.00000674981453754524,,,,,78,0,54,6,0,0,18,0,0
"Elko, Tim",671284,-1.5465215797102712,-1.5465215797102712,-1.4696122975240444,,-0.07690928218622704,,,,,471,0,471,0,0,0,0,0,0
"Workman, Gage",669398,-1.548501235987243,-1.548501235987243,-1.6499671712073654,,0.10146593522012237,,,,,138,0,0,0,117,21,0,0,0
"Smith, Pavin",656976,-1.568124310397538,-1.568124310397538,-1.370871162333525,,-0.19725314806401298,,,,,850,0,850,0,0,0,0,0,0
"MacIver, Willie",680862,-1.5924333332880674,,,,,-1.5924333332880674,-1.534454059099565,0.3695334846280025,-0.42751275881650375,753,747,0,0,0,0,0,0,0
"Mayo, Coby",691723,-1.607647130374652,-1.607647130374652,-1.5703175656998254,,-0.037329564674826315,,,,,1816,0,1759,0,57,0,0,0,0
"Kavadas, Niko",694359,-1.6299677525834637,-1.6299677525834637,-1.3259860524854672,,-0.30398170009799663,,,,,183,0,178,0,0,0,0,0,0
"Bruján, Vidal",660644,-1.6631834785461224,-1.6631834785461224,-0.25110147878215316,-0.4139727787870717,-0.9981092209768978,,,,,582,0,0,36,252,129,27,36,96
"Stevens, Chad",677060,-1.675744671958062,-1.675744671958062,-1.675744671958062,,,,,,,111,0,0,72,39,0,0,0,0
"Urshela, Gio",570482,-1.6890054315125829,-1.6890054315125829,-1.6629843642739681,,-0.02602106723861486,,,,,1309,0,45,0,1264,0,0,0,0
"Fraley, Jake",641584,-1.6951626569342377,-1.6951626569342377,0.044715659638733245,-1.739878316572968,,,,,,1446,0,0,0,0,0,122,0,1324
"Suwinski, Jack",669261,-1.698432135991851,-1.698432135991851,-1.6785741648921229,-0.019857971099730386,,,,,,1192,0,0,0,0,0,402,450,340
"Freeman, Freddie",518692,-1.7176106148239045,-1.7176106148239045,-1.8233096229379677,,0.10569900811406485,,,,,3717,0,3717,0,0,0,0,0,0
"Busch, Michael",683737,-1.7602036772442273,-1.7602036772442273,-1.0214505637758948,,-0.7387531134683327,,,,,3555,0,3555,0,0,0,0,0,0
"Saggese, Thomas",695336,-1.7621963969610204,-1.7621963969610204,-0.2621148564585245,0.005214925244899832,-1.5052964657473955,,,,,1939,0,0,867,351,721,0,0,0
"Kelenic, Jarred",672284,-1.7639703032657394,-1.7639703032657394,-0.09968856270788182,-1.6642817405578587,,,,,,487,0,0,0,0,0,7,0,480
"Locklear, Tyler",682988,-1.7657978587587004,-1.7657978587587004,-1.9938157938303844,,0.22801793507168405,,,,,769,0,769,0,0,0,0,0,0
"Casas, Triston",671213,-1.767277950414539,-1.767277950414539,-1.997706021665588,,0.23042807125104925,,,,,705,0,705,0,0,0,0,0,0
"Encarnacion-Strand, Christian",687952,-1.778155269178196,-1.778155269178196,-1.7217257061849267,,-0.056429562993268345,,,,,868,0,670,0,198,0,0,0,0
"Williams, Carson",700246,-1.7803913026042253,-1.7803913026042253,-1.4045799485002408,0.15486875683925722,-0.5306801109432416,,,,,767,0,0,0,0,767,0,0,0
"Wade, Tyler",642180,-1.7881410833145575,-1.7881410833145575,-3.0562393607510483,1.4557313416897182,-0.18763306425322923,,,,,891,0,0,132,28,12,248,438,30
"Feduccia, Hunter",676439,-1.7941886839948533,0.03056707664605976,0.03056707664605976,,,-1.824755760640912,0.43010849436719933,-2.330500748651474,0.07563649364335975,706,700,6,0,0,0,0,0,0
"Schneider, Davis",676914,-1.7963941689351173,-1.7963941689351173,-0.7143338768319701,-1.0922793892018607,0.010219097098712993,,,,,1427,0,0,383,3,0,1041,0,0
"Gonzalez, Romy",663853,-1.8088667963170717,-1.8088667963170717,-1.834713810901888,,0.02584701458481653,,,,,2005,0,1105,864,36,0,0,0,0
"Dezenzo, Zach",701305,-1.8364175145654271,-1.8364175145654271,-2.49380909749973,0.6573915829343031,,,,,,621,0,39,0,0,0,324,0,258
"Correa, Carlos",621043,-1.8386248139352008,-1.8386248139352008,0.22151001322143557,-0.22334232880857707,-1.8367924983480577,,,,,3596,0,0,0,1251,2345,0,0,0
"Clase, Jonatan",682729,-1.8452356133455319,-1.8452356133455319,-2.1363259769971865,0.2910903636516549,,,,,,763,0,0,0,0,0,547,198,18
"Nola, Austin",543592,-1.8674843214466175,0.12254643329282588,0.12254643329282588,,,-1.990030754739443,-1.9575755943522781,-0.42274161573375724,0.39028645534659195,279,267,9,0,0,0,0,0,0
"Kepler, Max",596146,-1.8801342112184005,-1.8801342112184005,-0.539541080158874,-1.3405931310595258,,,,,,3025,0,0,0,0,0,2320,18,687
"Short, Zack",670097,-1.9025548534643433,-1.9025548534643433,-1.563209433094033,,-0.3393454203703105,,,,,447,0,0,0,0,447,0,0,0
"Winkler, Jack",676466,-1.9127290747344143,-1.9127290747344143,-1.6788381609773655,,-0.23389091375704898,,,,,133,0,9,75,13,36,0,0,0
"Santander, Anthony",623993,-1.9536763809577615,-1.9536763809577615,-1.0657936191097388,-0.8878827618480241,,,,,,546,0,3,0,0,0,174,0,369
"McCann, James",543510,-1.9587388017746399,,,,,-1.9587388017746399,-1.7596417359906913,-0.5791841198389219,0.3800870540549754,953,948,5,0,0,0,0,0,0
"Reyes, Pablo",622569,-1.9654202331311768,-1.9654202331311768,-1.734023739864092,-0.15006321836578598,-0.08133327490129923,,,,,209,0,0,83,54,0,6,0,63
"Trout, Mike",545361,-1.9891542991606452,-1.9891542991606452,-1.8963242378338658,-0.0928300613267789,,,,,,555,0,0,0,0,0,0,0,555
"Amador, Adael",691182,-1.9917892756380158,-1.9917892756380158,-1.9689774141737595,,-0.022811861464256372,,,,,928,0,0,928,0,0,0,0,0
"Bouchard, Sean",656248,-2.0246627905189487,-2.0246627905189487,-1.5850326665235652,-0.4396301239953841,,,,,,333,0,18,0,0,0,51,0,264
"Rocchio, Brayan",677587,-2.058518246624666,-2.058518246624666,-1.144062358825449,0.008389913589259196,-0.9228458013884772,,,,,2833,0,0,1255,0,1578,0,0,0
"Caminero, Junior",691406,-2.058800870760811,-2.058800870760811,-2.644877140908578,-0.0012755196601322246,0.5873517898079025,,,,,3778,0,6,0,3772,0,0,0,0
"Jones, Jahmai",663330,-2.074697511001992,-2.074697511001992,-1.3157738365120881,-0.7589236744899034,,,,,,240,0,0,3,0,0,111,0,126
"Freeman, Cody",683227,-2.087853094092346,-2.087853094092346,-1.0111719434481228,-0.3747453640932405,-0.701935786550983,,,,,725,0,0,513,108,0,38,0,66
"Pereda, Jhonny",640902,-2.101274123504332,,,,,-2.101274123504332,-0.8944433030159646,-1.6332348431437116,0.4264040226553443,588,579,0,0,0,0,0,0,0
"Paredes, Isaac",670623,-2.1131748147320626,-2.1131748147320626,-2.4448975148670997,,0.33172270013503913,,,,,2300,0,0,0,2300,0,0,0,0
"Manzardo, Kyle",700932,-2.122492011569236,-2.122492011569236,-1.9715054951574627,,-0.15098651641177427,,,,,1379,0,1379,0,0,0,0,0,0
"Lee, Jung Hoo",808982,-2.1243981143038515,-2.1243981143038515,-4.604442518824423,2.4800444045205703,,,,,,3827,0,0,0,0,0,0,3827,0
"Kayfus, C.J.",692216,-2.1407467798589437,-2.1407467798589437,-2.3898516148833155,-0.049660212352906054,0.29876504737727794,,,,,951,0,336,0,0,0,0,0,615
"Taveras, Leody",665750,-2.146366938955868,-2.146366938955868,-1.0551193515228696,-1.091247587432999,,,,,,1332,0,0,0,0,0,0,690,642
"Carlson, Dylan",666185,-2.148750913474003,-2.148750913474003,-2.192603575510015,0.043852662036013686,,,,,,1736,0,0,0,0,0,1183,300,253
"Schmitt, Casey",669477,-2.151319648745438,-2.151319648745438,-2.74191945336513,0.018958775130242887,0.5716410294894515,,,,,2284,0,360,1293,604,27,0,0,0
"Kiner-Falefa, Isiah",643396,-2.171996968731092,-2.171996968731092,-0.38782741885404204,0.21174365433939055,-1.9959132042164431,,,,,3302,0,0,79,770,2451,0,0,0
"Hicks, Liam",689414,-2.174841334588991,0.09273992164814274,0.4929595891452933,,-0.40021966749715054,-2.2675812562371354,0.4063033421087523,-2.8346242501218133,0.16073965177592617,1931,1312,619,0,0,0,0,0,0
"Sosa, Lenyn",672820,-2.1762494956530185,-2.1762494956530185,-2.428900755723366,-0.002406549095811429,0.2550578091661587,,,,,3212,0,922,2236,54,0,0,0,0
"Grichuk, Randal",545341,-2.180154190101194,-2.180154190101194,-2.0209421775661416,-0.15921201253505146,,,,,,994,0,0,0,0,0,291,6,697
"Wallner, Matt",670242,-2.2062175133449355,-2.2062175133449355,-3.315669858835785,1.1094523454908456,,,,,,1963,0,0,0,0,0,0,0,1963
"Ward, Taylor",621493,-2.242339791274949,-2.242339791274949,0.03222073198544457,-2.2745605232603934,,,,,,3995,0,0,0,0,0,3995,0,0
"Yelich, Christian",592885,-2.275886711111723,-2.275886711111723,-2.6104721909568873,0.3345854798451638,,,,,,460,0,0,0,0,0,460,0,0
"Davidson, Logan",669722,-2.298341806596872,-2.298341806596872,-2.1137792079493862,-0.06334817986521717,-0.1212144187822683,,,,,319,0,232,24,60,0,0,0,0
"Wilson, Jacob",805779,-2.3313545880624393,-2.3313545880624393,-1.3075871534248569,0.24990504903146832,-1.2736724836690532,,,,,3161,0,0,0,0,3161,0,0,0
"Iglesias, Jose",578428,-2.349949589041339,-2.349949589041339,-2.147691063912481,-0.13263549372586397,-0.06962303140299445,,,,,2101,0,0,923,510,662,6,0,0
"Goldschmidt, Paul",502671,-2.3686482545117284,-2.3686482545117284,-2.3099498450369014,,-0.05869840947482663,,,,,3088,0,3087,0,0,0,0,1,0
"Bernabel, Warming",682653,-2.387556264692556,-2.387556264692556,-1.4290157708979774,,-0.9585404937945777,,,,,896,0,884,0,12,0,0,0,0
"Call, Alex",669743,-2.414566091298184,-2.414566091298184,0.3328226159093065,-2.747388707207489,,,,,,2014,0,0,0,0,0,808,81,1125
"Langeliers, Shea",669127,-2.4390346285412776,,,,,-2.4390346285412776,-2.326717641718975,-0.18586513862259732,0.07354815180029448,2784,2784,0,0,0,0,0,0,0
"Smith, Josh",669701,-2.440453941467365,-2.440453941467365,-3.9031300087142085,0.6143012362221987,0.8483748310246474,,,,,3100,0,650,66,739,1267,195,39,144
"Joe, Connor",656582,-2.444602967368629,-2.444602967368629,-2.3113130846202488,-0.13328985553283063,-2.7215550758031112e-8,,,,,515,0,84,0,0,0,158,27,246
"Waters, Drew",671221,-2.473166333383399,-2.473166333383399,-0.7978626327808525,-1.6753037006025415,,,,,,1526,0,0,0,0,0,695,440,391
"Marte, Noelvi",682622,-2.476026953703288,-2.476026953703288,-3.396040048004543,1.0657063170196588,-0.14569322271840893,,,,,2198,0,0,0,862,0,0,24,1312
"Williams, Luke",663897,-2.4898566801424096,-2.4898566801424096,-2.746455220766054,0.13181724453621485,0.12478129608742905,,,,,280,0,0,0,72,190,0,0,0
"Acosta, Maximo",691185,-2.4951268300642053,-2.4951268300642053,-2.6348315048970687,,0.1397046748328648,,,,,481,0,0,132,232,117,0,0,0
"Farmer, Kyle",571657,-2.4986334217230395,-2.4986334217230395,-3.830372841581214,0.26156349210142804,1.0701759277567462,,,,,1562,0,407,715,195,242,0,0,0
"Greene, Riley",682985,-2.509736549842499,-2.509736549842499,1.2614186852978302,-3.7711552351403284,,,,,,3439,0,0,0,0,0,3091,324,24
"Rushing, Dalton",687221,-2.5867205023159445,-0.051643958644369686,-0.13063957574876706,,0.07899561710439731,-2.5350765436715754,-2.8826289329115737,1.4140378091762986,-1.0664854199363016,1060,976,84,0,0,0,0,0,0
"Robles, Victor",645302,-2.5895212149992455,-2.5895212149992455,-0.3341299556341871,-2.2553912593650587,,,,,,745,0,0,0,0,0,0,24,721
"Gurriel Jr., Lourdes",666971,-2.6225691307639374,-2.6225691307639374,-2.9903294378610403,0.36776030709710045,,,,,,3019,0,0,0,0,0,3019,0,0
"Carpenter, Kerry",681481,-2.7021397177902764,-2.7021397177902764,-2.1272252708469646,-0.574914446943312,,,,,,1805,0,0,0,0,0,564,0,1241
"Schwarber, Kyle",656941,-2.739531234215333,-2.739531234215333,-1.9695187906311904,-0.7700124435841427,,,,,,198,0,0,0,0,0,198,0,0
"Smith, Dominic",642086,-2.8011340987486597,-2.8011340987486597,-2.5356428009385774,,-0.2654912978100815,,,,,1244,0,1241,0,0,0,0,0,3
"Brown, Seth",664913,-2.840761232018581,-2.840761232018581,-2.4599767632683998,-0.38078446875018107,,,,,,351,0,0,0,0,0,174,135,42
"Wagaman, Eric",676572,-2.9434953509411286,-2.9434953509411286,-2.0029310470947186,-0.22922184826212907,-0.7113424555842814,,,,,2957,0,2587,0,15,0,319,0,36
"Grisham, Trent",663757,-3.052136197010031,-3.052136197010031,-1.6148193585918806,-1.4373168384181436,,,,,,3399,0,0,0,0,0,0,3399,0
"Bohm, Alec",664761,-3.069726543417538,-3.069726543417538,-1.1427024654547804,,-1.9270240779627579,,,,,3172,0,344,0,2828,0,0,0,0
"Wong, Connor",657136,-3.0792363403043757,,,,,-3.0792363403043757,-0.06890098652157808,-1.5288446632317578,-1.4814906905510423,1365,1362,3,0,0,0,0,0,0
"Fulford, Braxton",690924,-3.1158354582994927,,,,,-3.1158354582994927,-2.92479563828435,0.11573082727490207,-0.3067706472900432,747,747,0,0,0,0,0,0,0
"Wilson, Will",669717,-3.1327227489096865,-3.1327227489096865,-2.5943391695021223,0.2415327407179337,-0.7799163201254985,,,,,678,0,0,321,351,0,0,0,0
"Heim, Jonah",641680,-3.1567460307563753,0.14945412585954734,,0.14945412585954734,,-3.3062001566159225,-1.989975811398369,-0.9433946221287123,-0.37282972308884355,2401,2401,0,0,0,0,0,0,0
"Haggerty, Sam",664059,-3.1698299777378103,-3.1698299777378103,-2.244260096985275,-0.9480548789394937,0.02248499818695753,,,,,828,0,0,24,0,0,420,267,117
"Torres, Gleyber",650402,-3.176034184808426,-3.176034184808426,-3.3078066952385647,0.12028169463032368,0.011490815799816506,,,,,3439,0,0,3439,0,0,0,0,0
"Keith, Colt",690993,-3.1862285273396624,-3.1862285273396624,-2.0540390029588576,-0.23691098053621554,-0.8952785438445886,,,,,1749,0,432,554,763,0,0,0,0
"Rooker, Brent",667670,-3.186493267293124,-3.186493267293124,-2.6333291183942045,-0.5531641488989187,,,,,,648,0,0,0,0,0,162,0,486
