"name","id","total_runs","inf_of_runs","range_runs","arm_runs","dp_runs","catching_runs","framing_runs","throwing_runs","blocking_runs","outs_total","outs_2","outs_3","outs_4","outs_5","outs_6","outs_7","outs_8","outs_9"
"Raleigh, Cal",663728,6.802161857330711,,,,,6.802161857330711,6.855702069252733,1.0488144213921529,-1.1023546333141712,3216,3216,0,0,0,0,0,0,0
"Harris II, Michael",671739,6.604229402042853,6.604229402042853,7.533031486297352,-0.9288020842545032,,,,,,4191,0,0,0,0,0,0,4191,0
"Bogaerts, Xander",593428,6.596726542624579,6.596726542624579,5.381193862265217,0.25923251898381855,0.9563001613755386,,,,,3250,0,0,0,0,3250,0,0,0
"McMahon, Ryan",641857,6.577754215212705,6.577754215212705,4.806173398451178,0.5155970973124004,1.255983719449126,,,,,3795,0,0,0,3795,0,0,0,0
"Carroll, Corbin",682998,6.559503415873569,6.559503415873569,9.174226669613248,-2.6147232537396965,,,,,,3655,0,0,0,0,0,0,87,3568
"Giménez, Andrés",665926,6.484969254094025,6.484969254094025,7.562067066790576,,-1.0770978126965478,,,,,2516,0,0,2159,0,357,0,0,0
"Frelick, Sal",686217,6.41079662180204,6.41079662180204,5.245946679881387,1.164849941920643,,,,,,3570,0,3,0,3,0,0,213,3351
"Montgomery, Colson",695657,6.3997830144508585,6.3997830144508585,4.957907192638522,-0.12687932523450152,1.5687551470468397,,,,,1794,0,0,0,286,1508,0,0,0
"Murphy, Sean",669221,6.306405367331008,,,,,6.306405367331008,1.4417949600036029,2.856009432265804,2.0086009750616,1899,1899,0,0,0,0,0,0,0
"Rojas, Johan",679032,6.28082131943057,6.28082131943057,4.915892349566643,1.3649289698639269,,,,,,1256,0,0,0,0,0,0,1256,0
"Varsho, Daulton",662139,6.241477336104383,6.241477336104383,7.99918279591763,-1.7577054598132493,,,,,,1651,0,0,0,0,0,0,1651,0
"Schuemann, Max",680474,6.177281020643363,6.177281020643363,6.170479949223749,0.30028266874799625,-0.2934815973283823,,,,,1501,0,0,606,359,386,111,33,6
"Pauley, Graham",688363,6.11823054106949,6.11823054106949,5.588090271750238,,0.5301402693192522,,,,,1343,0,95,78,1170,0,0,0,0
"Lopez, Otto",672640,6.006915076831304,6.006915076831304,7.023295127760945,0.770924272889804,-1.787304323819438,,,,,3666,0,0,796,0,2870,0,0,0
"Hill, Derek",656537,5.993223858504344,5.993223858504344,4.7313061274551895,1.2619177310491547,,,,,,990,0,0,0,0,0,0,990,0
"Peña, Jeremy",665161,5.987472712723326,5.987472712723326,6.033903771395291,0.4251583137278707,-0.47158937239984045,,,,,3185,0,0,0,0,3185,0,0,0
"Pagés, Pedro",686780,5.963441761669389,0.07546285024115751,0.07546285024115751,,,5.887978911428231,4.882134867067402,1.4810690937938467,-0.47522504943302096,2726,2705,9,12,0,0,0,0,0
"McLain, Matt",680574,5.768068465207149,5.768068465207149,4.426582927743237,0.802790616322838,0.5386949211410749,,,,,3632,0,0,3518,0,114,0,0,0
"Semien, Marcus",543760,5.743241773599149,5.743241773599149,4.889531090601942,-0.17935325884268796,1.0330639418398937,,,,,3325,0,0,3325,0,0,0,0,0
"Santana, Carlos",467793,5.629619053087381,5.629619053087381,6.243337880566367,,-0.6137188274789851,,,,,2548,0,2545,0,3,0,0,0,0
"Ramírez, José",608070,5.5805209290702305,5.5805209290702305,4.758124917251509,,0.8223960118187201,,,,,3437,0,0,0,3437,0,0,0,0
"Bader, Harrison",664056,5.119024538395052,5.119024538395052,5.436343592515944,-0.3173190541209034,,,,,,3317,0,0,0,0,0,1488,1706,123
"Triolo, Jared",669707,5.10394699088771,5.10394699088771,4.835277357300205,0.010901775924114922,0.2577678576633887,,,,,2538,0,348,240,781,1166,0,0,0
"Lukes, Nathan",664770,4.960954382484038,4.960954382484038,0.8621373792035651,4.098817003280477,,,,,,2728,0,0,0,0,0,747,642,1339
"Anderson, Tim",641313,4.925880818242262,4.925880818242262,3.726324125214899,-0.001505278347546855,1.2010619713749122,,,,,678,0,0,375,0,303,0,0,0
"Merrill, Jackson",701538,4.879428354045353,4.879428354045353,2.1731698085615774,2.706258545483777,,,,,,3004,0,0,0,0,0,0,3004,0
"Rojas, Miguel",500743,4.798735117565689,4.798735117565689,3.788119140783174,0.17152813288894536,0.8390878438935692,,,,,2238,0,9,1360,503,351,0,0,0
"Judge, Aaron",592450,4.703844459193064,4.703844459193064,2.4740441443419243,2.229800314851142,,,,,,2467,0,0,0,0,0,0,0,2467
"Misner, Kameron",670224,4.6169983549048,4.6169983549048,2.980470463850894,1.6365278910539087,,,,,,1511,0,0,0,0,0,87,1094,330
"Senger, Hayden",663584,4.5490425888536175,,,,,4.5490425888536175,2.5465264285153806,0.7629955176290187,1.239520642709216,586,586,0,0,0,0,0,0,0
"Mangum, Jake",663968,4.3701282456011565,4.3701282456011565,5.204168180844659,-0.8340399352435026,,,,,,2800,0,0,0,0,0,1299,836,665
"Jackson, Alex",656577,4.303575346553675,,,,,4.303575346553675,2.5415151255194837,1.7247070803054945,0.03735314072869192,749,746,0,0,0,0,0,0,0
"Adames, Willy",642715,4.297574475347678,4.297574475347678,3.871658505954678,0.33692343061202207,0.08899253878097688,,,,,4169,0,0,0,0,4169,0,0,0
"Meidroth, Chase",805367,4.284946781956634,4.284946781956634,1.789601918120774,0.18918080427104084,2.306164059564815,,,,,3058,0,0,1351,0,1707,0,0,0
"O'Hearn, Ryan",656811,4.261610651237006,4.261610651237006,3.398816640540238,0.4638009664331917,0.3989930442635766,,,,,2119,0,1624,0,0,0,48,0,447
"Anthony, Roman",701350,4.096617175429872,4.096617175429872,5.265011376050754,-1.1683942006208818,,,,,,1327,0,0,0,0,0,456,0,871
"Chapman, Matt",656305,4.062322837078058,4.062322837078058,3.2976887484716997,,0.7646340886063552,,,,,3349,0,0,0,3349,0,0,0,0
"Contreras, Willson",575929,4.011992293802987,4.011992293802987,4.445933878777824,,-0.4339415849748383,,,,,3035,0,3035,0,0,0,0,0,0
"Cruz, Oneil",665833,3.9634900890269775,3.9634900890269775,0.13441950374044281,3.829070585286535,,,,,,3184,0,0,0,0,0,0,3184,0
"Clemens, Kody",665019,3.916780660152244,3.916780660152244,2.9547097819352635,1.1644580096317954,-0.20238713141481512,,,,,2481,0,1193,928,0,0,165,3,189
"McGuire, Reese",624512,3.8283867605223882,,,,,3.8283867605223882,3.3405534632152984,-0.11222307668669622,0.6000563739937841,1009,1006,0,0,0,0,0,0,0
"Mitchell, Garrett",669003,3.7574066096873584,3.7574066096873584,4.24187450794304,-0.4844678982556823,,,,,,539,0,0,0,0,0,0,539,0
"Lockridge, Brandon",663604,3.729478768244455,3.729478768244455,4.186656864902574,-0.457178096658119,,,,,,1082,0,0,0,0,0,442,436,204
"White, Eli",642201,3.7119053310702106,3.7119053310702106,2.204546538232797,1.5073587928374177,,,,,,1750,0,27,0,0,0,569,99,1055
"Church, Nathan",701675,3.709720461018168,3.709720461018168,3.3319371127046793,0.3777833483134884,,,,,,493,0,0,0,0,0,39,405,49
"Sosa, Edmundo",624641,3.661259364451061,3.661259364451061,3.6757213702397453,-0.19266961445993475,0.17820760867125357,,,,,1824,0,0,697,716,378,30,3,0
"Seager, Corey",608369,3.6402118599757505,3.6402118599757505,2.8116563226615474,0.02004197917035685,0.8085135581438464,,,,,2484,0,0,0,0,2484,0,0,0
"Contreras, William",661388,3.6058119928517454,,,,,3.6058119928517454,1.2930769547557797,1.6950829300971981,0.617652107998767,3341,3335,3,0,0,0,3,0,0
"Tovar, Ezequiel",678662,3.448664014275271,3.448664014275271,2.3732297619224747,0.17850185389007986,0.8969323984627162,,,,,2402,0,0,0,0,2402,0,0,0
"Urías, Ramón",602104,3.4358317168781705,3.4358317168781705,3.4572778923018666,0.013094043672758054,-0.03454021909645501,,,,,2509,0,39,555,1915,0,0,0,0
"Betts, Mookie",605141,3.404336751919486,3.404336751919486,3.3995096312246837,0.19897788954106688,-0.1941507688462657,,,,,3837,0,0,0,0,3834,0,0,3
"Jung, Josh",673962,3.347409790696167,3.347409790696167,3.603417816771699,,-0.2560080260755317,,,,,3260,0,0,0,3260,0,0,0,0
"Barrosa, Jorge",678489,3.3335043999740765,3.3335043999740765,3.8309109027388004,-0.49740650276472437,,,,,,529,0,0,0,0,0,196,255,78
"Perdomo, Geraldo",672695,3.3116707180646823,3.3116707180646823,3.439425227883192,-0.013183143762375844,-0.11457136605613166,,,,,4275,0,0,0,0,4275,0,0,0
"Rave, John",670231,3.283302100206708,3.283302100206708,2.7220640702001635,0.5612380300065442,,,,,,1295,0,0,0,0,0,624,212,459
"Roden, Alan",702176,3.25338456629171,3.25338456629171,1.5954251140904134,1.6579594522012981,,,,,,1071,0,0,0,0,0,839,46,186
"Vargas, Ildemaro",545121,3.2498450118119098,3.2498450118119098,2.2533045373297775,0.00032830834193765595,0.9962121661401943,,,,,670,0,243,313,102,12,0,0,0
"Carter, Evan",694497,3.2266120455254312,3.2266120455254312,3.375388769765122,-0.14877672423969276,,,,,,1380,0,0,0,0,0,0,1380,0
"Escarra, J.C.",641555,3.1888773182546064,-0.2532667055334525,-0.2532667055334525,,,3.442144023788055,5.492784225375612,-1.5868717830529175,-0.46376841853464135,666,627,33,0,6,0,0,0,0
"Massey, Michael",686681,3.1613590842144665,3.1613590842144665,0.7755703310112648,0.4537891903833705,1.9319995628198305,,,,,1740,0,0,1485,0,0,255,0,0
"Karros, Kyle",691720,3.1546888447608734,3.1546888447608734,3.238741800989191,,-0.08405295622831693,,,,,1030,0,0,0,1030,0,0,0,0
"Marsee, Jakob",805300,3.049118628255773,3.049118628255773,3.689063245663159,-0.6399446174073868,,,,,,1425,0,0,0,0,0,168,1179,78
"Caballero, José",676609,3.047914355415687,3.047914355415687,3.5523484810353048,-0.9189110241371433,0.41447689851752434,,,,,2577,0,0,436,351,1017,93,45,632
"Wiemer, Joey",686894,2.998161866014699,2.998161866014699,2.467534628563106,0.5306272374515946,,,,,,447,0,0,0,0,0,24,0,423
"Lindor, Francisco",596019,2.891327695101146,2.891327695101146,3.9205730267326615,0.10181810132985575,-1.1310634329613676,,,,,4122,0,0,0,0,4122,0,0,0
"Bregman, Alex",608324,2.8811074767246643,2.8811074767246643,2.4950750494611365,,0.3860324272635376,,,,,2917,0,0,0,2917,0,0,0,0
"Edwards, Xavier",669364,2.839982815008039,2.839982815008039,1.3482821089762311,-0.02548736744006582,1.5171880734718735,,,,,3522,0,0,2443,0,1079,0,0,0
"Nuñez, Nasim",683083,2.781434593015212,2.781434593015212,2.7942866009865113,-0.0514612418169952,0.038609233845694584,,,,,672,0,0,267,0,384,0,21,0
"Pérez, Wenceel",672761,2.7792505733293154,2.7792505733293154,1.9875224155572737,0.7917281577720433,,,,,,2452,0,0,0,0,0,27,549,1876
"Kelly, Carson",608348,2.7507662554263113,,,,,2.7507662554263113,-1.902643881092813,3.262135023193909,1.3912751133252184,2592,2592,0,0,0,0,0,0,0
"Valdez, Enmanuel",665839,2.750349958868631,2.750349958868631,1.8642611755997507,,0.8860887832688804,,,,,631,0,570,60,0,0,0,0,1
"Gelof, Zack",680869,2.615874729087269,2.615874729087269,1.733992777270539,,0.881881951816729,,,,,701,0,0,701,0,0,0,0,0
"Swanson, Dansby",621020,2.580827236539947,2.580827236539947,1.1878309676988594,0.250385613189974,1.1426106556511164,,,,,4161,0,0,0,0,4161,0,0,0
"Hernández, Heriberto",681715,2.521125383837573,2.521125383837573,4.235830027660242,-1.714704643822667,,,,,,1038,0,0,0,0,0,798,0,240
"Duran, Ezequiel",677649,2.4369283283420207,2.4369283283420207,1.75852595488771,0.7319006807042994,-0.05349830724998822,,,,,1532,0,423,260,222,452,60,0,105
"Báez, Javier",595879,2.384970978498256,2.384970978498256,3.8188476013173505,-0.18591631205952477,-1.2479603107595663,,,,,3067,0,0,127,442,1283,0,1215,0
"Alexander, Blaze",677942,2.3661855105750065,2.3661855105750065,0.7463921925338647,0.9318317306219899,0.6879615874191501,,,,,1733,0,0,352,1297,0,21,63,0
"Gilbert, Drew",687551,2.364555653100868,2.364555653100868,2.2006364246036068,0.16391922849726068,,,,,,813,0,0,0,0,0,9,165,639
"Bride, Jonah",681146,2.328618306420139,2.328618306420139,2.110705149788346,,0.21791315663179278,,,,,639,0,147,21,453,0,0,0,0
"Arenado, Nolan",571448,2.2975704931749013,2.2975704931749013,2.0507361823779435,,0.24683431079695595,,,,,2642,0,0,0,2642,0,0,0,0
"Hampson, Garrett",641658,2.2910492379441956,2.2910492379441956,2.7710401481803477,-0.374276103959757,-0.10571480627639535,,,,,708,0,0,249,48,60,129,153,66
"Arcia, Orlando",606115,2.2777403509919067,2.2777403509919067,1.6253184368272289,,0.6524219141646754,,,,,1535,0,219,347,450,519,0,0,0
"Yastrzemski, Mike",573262,2.2712395577895412,2.2712395577895412,-2.2592688556247635,4.530508413414304,,,,,,3305,0,0,0,0,0,138,123,3041
"Fletcher, Dominic",666150,2.2500549492213953,2.2500549492213953,0.5901114250392773,1.659943524182119,,,,,,257,0,0,0,0,0,3,60,194
"Hernández, Enrique",571771,2.231811725201504,2.231811725201504,1.97807841893326,-0.2533704381402134,0.5071037444084573,,,,,1687,0,504,249,587,0,217,114,0
"Mauricio, Ronny",677595,2.209587768816398,2.209587768816398,2.504073347784694,,-0.294485578968297,,,,,1089,0,0,147,876,66,0,0,0
"Taylor, Michael A.",572191,2.187441128756031,2.187441128756031,2.897057489948421,-0.709616361192393,,,,,,2380,0,0,0,0,0,740,963,677
"Freeland, Alex",690976,2.1520086126047238,2.1520086126047238,2.052969004141576,0.013786882368941114,0.08525272609420659,,,,,649,0,0,262,387,0,0,0,0
"McCormick, Chas",676801,2.1054234831219625,2.1054234831219625,1.5541024702264892,0.5513210128954725,,,,,,877,0,0,0,0,0,206,537,125
"Chisholm Jr., Jazz",665862,2.0757038878196696,2.0757038878196696,3.487952979249467,-0.0005805660125628516,-1.4116685254172376,,,,,3267,0,0,2553,714,0,0,0,0
"Arias, Gabriel",672356,2.0733295123335522,2.0733295123335522,2.3326826193091934,0.7769405661273949,-1.0362936731030366,,,,,3211,0,0,514,111,2586,0,0,0
"Encarnacion, Jerar",666464,2.0731246581974343,2.0731246581974343,2.009488568511005,0.06363608968642895,,,,,,336,0,21,0,0,0,30,0,285
"Fermin, Freddy",666023,2.053301565955619,,,,,2.053301565955619,-0.6116987065394053,1.5993637664322322,1.0656365060627941,2413,2410,0,3,0,0,0,0,0
"García, Adolis",666969,2.0411260712083137,2.0411260712083137,0.9359550009262124,1.1051710702821014,,,,,,3372,0,0,0,0,0,0,0,3372
"Buxton, Byron",621439,2.0352680229706563,2.0352680229706563,2.4456277628150223,-0.4103597398443679,,,,,,2919,0,0,0,0,0,0,2919,0
"Perkins, Blake",663368,2.0180446811545902,2.0180446811545902,1.1118780418548722,0.9061666392997177,,,,,,1124,0,0,0,0,0,0,1124,0
"Meadows, Parker",678009,2.0101885953757015,2.0101885953757015,2.8040625044408145,-0.7938739090651151,,,,,,1404,0,0,0,0,0,0,1404,0
"Steer, Spencer",668715,1.9967522745942543,1.9967522745942543,1.943171306538181,0.5504311336717557,-0.4968501656156825,,,,,3248,0,3029,0,0,0,213,0,6
"Stott, Bryson",681082,1.965489744527296,1.965489744527296,5.594358681871635,0.3091912391049916,-3.9380601764493335,,,,,3573,0,0,3279,0,294,0,0,0
"Díaz, Elias",553869,1.8997646029689506,,,,,1.8997646029689506,1.5577778520778565,-0.034942202749751156,0.37692895364084517,1950,1950,0,0,0,0,0,0,0
"Walker, Christian",572233,1.8737323084592208,1.8737323084592208,1.6408160558111242,,0.2329162526480964,,,,,3948,0,3948,0,0,0,0,0,0
"Rutschman, Adley",668939,1.8517184238253803,,,,,1.8517184238253803,2.237768137805865,-0.9486468834990008,0.5625971695185161,1720,1720,0,0,0,0,0,0,0
"Westburg, Jordan",676059,1.8414207582383293,1.8414207582383293,2.0398417090182344,,-0.19842095077990424,,,,,1745,0,0,426,1319,0,0,0,0
"Paris, Kyren",677347,1.8402598234428376,1.8402598234428376,0.8942438352758576,0.4873063539475121,0.4587096342194677,,,,,1023,0,0,462,0,0,6,555,0
"Sánchez, Ali",645305,1.811723707019534,,,,,1.811723707019534,1.5434117302969879,-0.18320749885904153,0.4515194755815883,163,154,6,0,0,0,0,0,0
"Dunn, Blake",694362,1.7880980658844745,1.7880980658844745,1.6977053442755514,0.09039272160892267,,,,,,535,0,0,0,0,0,139,114,282
"Baddoo, Akil",668731,1.76970647879737,1.76970647879737,1.7058611422695598,0.06384533652781024,,,,,,135,0,0,0,0,0,96,3,36
"Ibáñez, Andy",628451,1.7606123068257509,1.7606123068257509,1.376731366659777,,0.3838809401659746,,,,,1118,0,49,93,970,3,3,0,0
"Lewis, Royce",668904,1.743968283992388,1.743968283992388,0.9091287105897735,-0.022868203162854615,0.8577077765654684,,,,,2478,0,0,0,2478,0,0,0,0
"McCarthy, Jake",664983,1.7346742353751925,1.7346742353751925,3.0117395598628907,-1.2770653244876953,,,,,,1450,0,0,0,0,0,868,327,255
"Fermín, José",665877,1.7344800067358603,1.7344800067358603,1.5901717787644387,0.1019163813717053,0.042391846599716454,,,,,426,0,0,291,63,0,48,0,24
"Goodman, Hunter",696100,1.712466106929163,,,,,1.712466106929163,1.7233861915310758,-0.7238580425066029,0.7129379579046965,2524,2524,0,0,0,0,0,0,0
"Aranda, Jonathan",666018,1.7029704091048643,1.7029704091048643,0.49815320292468496,,1.2048172061801814,,,,,2297,0,2297,0,0,0,0,0,0
"Kim, Hyeseong",808975,1.6517853301374852,1.6517853301374852,0.026203620225129322,1.1968841367726708,0.42869757313968526,,,,,1228,0,0,834,0,138,0,256,0
"Fortes, Nick",663743,1.6091964606601281,,,,,1.6091964606601281,2.087824185629305,-1.4756833735928558,0.9970556486236806,1757,1757,0,0,0,0,0,0,0
"Duran, Jarren",680776,1.5974994133618616,1.5974994133618616,-1.9536422486532055,3.5511416620150658,,,,,,4038,0,0,0,0,0,3447,582,9
"Sanoja, Javier",691594,1.5665476911710423,1.5665476911710423,0.0055653960311140005,1.1004895294438866,0.46049276569603925,,,,,2355,0,3,626,767,225,469,237,0
"Harris, Brett",695391,1.5569348459245453,1.5569348459245453,1.1938698393045104,,0.3630650066200348,,,,,602,0,51,0,551,0,0,0,0
"Mayer, Marcelo",691785,1.555906512981786,1.555906512981786,2.37112803373163,,-0.8152215207498431,,,,,926,0,0,171,746,9,0,0,0
"Fairchild, Stuart",656413,1.5403797360934217,1.5403797360934217,-0.37564669143652835,1.9160264275299501,,,,,,317,0,0,0,0,0,57,24,236
"Cowser, Colton",681297,1.474767719712609,1.474767719712609,0.2938413511956548,1.1809263685169549,,,,,,2300,0,0,0,0,0,1083,1196,21
"Alvarez Jr., Nacho",805373,1.468935569342947,1.468935569342947,1.1821286267549413,,0.286806942588006,,,,,1486,0,0,0,1486,0,0,0,0
"Butler, Lawrence",671732,1.3632151747146566,1.3632151747146566,3.2142478555527765,-1.851032680838122,,,,,,3709,0,0,0,0,0,0,1366,2343
"Osuna, Alejandro",696030,1.353956793482313,1.353956793482313,0.16680392555940232,1.1871528679229084,,,,,,1164,0,0,0,0,0,840,27,297
"Peraza, Oswald",672724,1.3412340964732956,1.3412340964732956,1.449915360706254,0.04174107009596597,-0.15042233432892455,,,,,1949,0,326,270,1148,198,0,0,0
"Solano, Donovan",456781,1.3152452278350013,1.3152452278350013,0.9503525901673144,,0.364892637667687,,,,,1173,0,1132,29,12,0,0,0,0
"Mastrobuoni, Miles",670156,1.3103949852255048,1.3103949852255048,1.4474369323427727,-0.8560804927629855,0.7190385456457176,,,,,1091,0,27,245,476,0,123,0,217
"Guillorme, Luis",641645,1.3024647665386186,1.3024647665386186,1.2144037164843868,,0.08806105005423182,,,,,174,0,0,57,117,0,0,0,0
"Chourio, Jackson",694192,1.2983448144382812,1.2983448144382812,2.558724889729224,-1.2603800752909455,,,,,,3416,0,0,0,0,0,753,2264,399
"Monasterio, Andruw",655316,1.2707233179188402,1.2707233179188402,0.9058151898569129,,0.3649081280619271,,,,,1018,0,61,204,144,603,6,0,0
"Melendez, MJ",669004,1.238563308169126,1.238563308169126,0.8913992801860372,0.3471640279830873,,,,,,402,0,0,0,0,0,318,0,84
"Keirsey Jr., DaShawn",680577,1.225376206626717,1.225376206626717,1.3550646044875982,-0.1296883978608804,,,,,,752,0,0,0,0,0,198,274,280
"Marsh, Brandon",669016,1.2011461103644157,1.2011461103644157,0.8570115326991158,0.34413457766529965,,,,,,2856,0,0,0,0,0,1014,1833,9
"Ritter, Ryan",690022,1.1948422828532828,1.1948422828532828,1.1123768683157265,0.20830898895897385,-0.12584357442141758,,,,,1520,0,0,726,0,794,0,0,0
"Gonzales, Nick",693304,1.1556177666202374,1.1556177666202374,3.0613279015104435,0.04638507135964462,-1.9520952062498507,,,,,2519,0,0,2192,0,327,0,0,0
"Turner, Justin",457759,1.1508588551366314,1.1508588551366314,1.2678724138413726,,-0.11701355870474123,,,,,759,0,654,0,105,0,0,0,0
"Pozo, Yohel",650968,1.1493905252540069,-0.00007055545108122465,-0.00007055545108122465,,,1.1494610807050876,1.9211228910497444,-1.2263238707558817,0.45466206041122614,1014,972,42,0,0,0,0,0,0
"Horwitz, Spencer",687462,1.1394850349877073,1.1394850349877073,0.587871998790812,,0.5516130361968958,,,,,2504,0,2486,18,0,0,0,0,0
"Davis, Henry",680779,1.1379263518138947,,,,,1.1379263518138947,-2.156727565010435,3.5798308872605453,-0.28517697043621576,2045,2045,0,0,0,0,0,0,0
"Millas, Drew",686452,1.1377742028930853,,,,,1.1377742028930853,1.7235382791080587,-0.1709583658261625,-0.41480571038881003,370,370,0,0,0,0,0,0,0
"House, Brady",691781,1.133102920615905,1.133102920615905,1.6031229345630502,0.02995300362929062,-0.4999730175764364,,,,,1846,0,0,0,1846,0,0,0,0
"Cortes, Carlos",666126,1.1312102918510876,1.1312102918510876,0.6423928024314565,0.48881748941963105,,,,,,576,0,0,0,3,0,153,0,420
"Berroa, Steward",672642,1.103002949283214,1.103002949283214,0.06649937890205643,1.0365035703811576,,,,,,39,0,0,0,0,0,0,39,0
"Melton, Jacob",689200,1.0275127562359931,1.0275127562359931,1.3163262487076324,-0.28881349247163896,,,,,,608,0,0,0,0,0,174,407,27
"Miller, Owen",680911,1.024644655045196,1.024644655045196,1.0449373848421581,0.023650648175900464,-0.04394337797286282,,,,,117,0,0,102,15,0,0,0,0
"Caissie, Owen",683357,1.0042421182848558,1.0042421182848558,1.2118255895423493,-0.20758347125749393,,,,,,151,0,0,0,0,0,36,0,115
"Marte, Starling",516782,0.9712772378176364,0.9712772378176364,0.29684534514166516,0.6744318926759713,,,,,,195,0,0,0,0,0,150,0,45
"Hoskins, Rhys",656555,0.9458167626350222,0.9458167626350222,0.7041696148294694,,0.24164714780555263,,,,,2012,0,2012,0,0,0,0,0,0
"McCutchen, Andrew",457705,0.9261277269993012,0.9261277269993012,1.0024534204578948,-0.07632569345859358,,,,,,185,0,0,0,0,0,26,0,159
"Maile, Luke",571912,0.9209266835733085,,,,,0.9209266835733085,2.096716172395491,-0.776440373844186,-0.39934911497799574,432,429,0,0,0,0,0,0,0
"Jiménez, Leo",677870,0.9128324810967624,0.9128324810967624,0.6449679113106065,,0.2678645697861565,,,,,252,0,0,231,0,21,0,0,0
"Stewart, Sal",701398,0.9036053357508461,0.9036053357508461,1.0003180914641692,,-0.09671275571332298,,,,,342,0,243,0,99,0,0,0,0
"DeLuca, Jonny",676356,0.8852932877763641,0.8852932877763641,0.7482610925574025,0.13703219521896198,,,,,,420,0,0,0,0,0,0,420,0
"Ahmed, Nick",605113,0.8756390592565467,0.8756390592565467,0.5756413019834697,0.0590539086757491,0.24094384859732793,,,,,84,0,0,0,0,84,0,0,0
"Machín, Vimael",605353,0.8438756336907461,0.8438756336907461,0.6709981293260804,,0.17287750436466598,,,,,84,0,0,0,84,0,0,0,0
"Helman, Michael",680737,0.8349242933788834,0.8349242933788834,1.9324936630950549,-1.0975693697161697,,,,,,782,0,0,0,0,3,0,779,0
"Seymour, Bob",676044,0.8148083283731861,0.8148083283731861,0.43871247058442175,,0.3760958577887641,,,,,573,0,573,0,0,0,0,0,0
"Del Castillo, Adrian",680728,0.7582023746229594,,,,,0.7582023746229594,0.3368825856186694,,0.42131978900429085,100,100,0,0,0,0,0,0,0
"Kaiser, Connor",663731,0.7428813294327831,0.7428813294327831,0.6127322932203373,,0.13014903621244578,,,,,142,0,0,142,0,0,0,0,0
"Fernández, Yanquiel",692585,0.7328722858074158,0.7328722858074158,-1.3730861271587693,2.1059584129661855,,,,,,441,0,0,0,0,0,36,0,405
"Crews, Dylan",686611,0.720688155583444,0.720688155583444,2.5037916555684867,-1.7831034999850455,,,,,,2139,0,0,0,0,0,0,336,1803
"Vaughn, Andrew",683734,0.7174435738690758,0.7174435738690758,0.949441280032575,,-0.23199770616349913,,,,,2304,0,2304,0,0,0,0,0,0
"Walls, Taylor",670764,0.7069100117914476,0.7069100117914476,0.6251398864111034,0.19419917969198608,-0.11242905431164091,,,,,2252,0,0,87,3,2162,0,0,0
"Maton, Nick",665155,0.6882252872663105,0.6882252872663105,0.1290517385226701,0.2276438265181944,0.331529722225446,,,,,84,0,66,9,0,0,6,0,3
"Capra, Vinny",681962,0.6825778030249069,0.6825778030249069,0.06746017895452647,,0.6151176240703808,,,,,752,0,0,53,411,279,0,0,0
"Candelario, Jeimer",600869,0.6759012821480723,0.6759012821480723,0.8477270398451373,,-0.17182575769706487,,,,,501,0,195,0,306,0,0,0,0
"Hernaiz, Darell",687231,0.6696505326063602,0.6696505326063602,0.5771928191395508,,0.09245771346680895,,,,,1316,0,0,293,425,598,0,0,0
"Amaya, Miguel",665804,0.6532375378523735,,,,,0.6532375378523735,0.007146148254343711,0.6232110985907109,0.022880291007318754,689,689,0,0,0,0,0,0,0
"Nido, Tomás",621512,0.6345102985918609,,,,,0.6345102985918609,1.4887363403685838,-0.2083686156087658,-0.6458574261679556,262,257,0,0,0,0,0,0,0
"Biggio, Cavan",624415,0.6010310895290074,0.6010310895290074,0.6179115699534142,-0.01688048042440672,,,,,,409,0,138,31,30,0,84,0,126
"Marchán, Rafael",665561,0.599520821958381,,,,,0.599520821958381,-1.7277747847086289,2.397866590658365,-0.0705709839913559,849,849,0,0,0,0,0,0,0
"Bliss, Ryan",669208,0.5887757142502072,0.5887757142502072,0.3926045592679691,,0.19617115498223803,,,,,296,0,0,296,0,0,0,0,0
"Dalbec, Bobby",666915,0.5811680957164936,0.5811680957164936,0.5128114664891992,,0.06835662922729444,,,,,117,0,60,0,24,33,0,0,0
"Lopez, Nicky",670032,0.5656539918870026,0.5656539918870026,0.47498752917351206,0.0006109001635293136,0.09005556254996122,,,,,211,0,0,3,168,33,6,0,0
"Durbin, Caleb",702332,0.5636688511072541,0.5636688511072541,1.1304384135295786,,-0.5667695624223238,,,,,3324,0,0,130,3182,12,0,0,0
"Myers, Dane",667472,0.5512054691441146,0.5512054691441146,1.391346735510728,-0.8401412663666153,,,,,,2258,0,0,0,0,0,180,1553,525
"Ramos, Bryan",682868,0.5253522745393877,0.5253522745393877,0.315659866976322,,0.20969240756306579,,,,,84,0,0,0,84,0,0,0,0
"Foscue, Justin",679822,0.4980914148305559,0.4980914148305559,0.27084868213922586,,0.22724273269133,,,,,69,0,69,0,0,0,0,0,0
"Martin, Austin",668885,0.4850735211584389,0.4850735211584389,0.6712101208871638,-0.0449254835069585,-0.14121111622176521,,,,,1098,0,0,84,0,0,786,228,0
"Collins, Isaac",686555,0.46446323821725394,0.46446323821725394,2.827561197870696,-2.363097959653443,,,,,,2640,0,0,6,4,0,2458,0,172
